target,mode,model,output_type,feature,n_total_splits,mean_abs_shap_avg,rank_avg,n_splits_present,rank_final,total_importance,cumulative_importance,cumulative_fraction,feature_type,category
Chlorhexidine8ugml,3,XGBoost,shap,Clusters_2,5,0.00988246726,2,5,2,0.10751859373759996,0.022188106559999997,0.20636529728197764,STR,Antiseptic
Chlorhexidine8ugml,3,XGBoost,shap,Clusters_4,5,0.0069620062,4.6,5,3,0.10751859373759996,0.029150112759999996,0.2711169458851098,STR,Antiseptic
Chlorhexidine8ugml,3,XGBoost,shap,Clusters_6,5,0.0055121766,8.2,5,4,0.10751859373759996,0.034662289359999994,0.3223841398502068,STR,Antiseptic
Chlorhexidine8ugml,3,XGBoost,shap,Clusters_5,5,0.0053966727599999995,8.8,5,5,0.10751859373759996,0.04005896211999999,0.372577065300577,STR,Antiseptic
Chlorhexidine8ugml,3,XGBoost,shap,Clusters_7,5,0.0050680534000000005,7.6,5,6,0.10751859373759996,0.045127015519999994,0.4197135951213504,STR,Antiseptic
Chlorhexidine8ugml,3,XGBoost,shap,Clusters_3,5,0.003981007612,14.6,5,7,0.10751859373759996,0.049108023131999995,0.4567398198291966,STR,Antiseptic
Chlorhexidine8ugml,3,XGBoost,shap,group_11343,5,0.0034935377,25.2,5,8,0.10751859373759996,0.052601560831999995,0.489232224896603,PAN,Antiseptic
Chlorhexidine8ugml,3,XGBoost,shap,Clusters_8,5,0.00346210244,11,5,9,0.10751859373759996,0.05606366327199999,0.5214322595106092,STR,Antiseptic
Chlorhexidine8ugml,3,XGBoost,shap,group_8727,5,0.002866292746,41.6,5,10,0.10751859373759996,0.05892995601799999,0.5480908368446396,PAN,Antiseptic
Ciprofloxacin0125ugml,3,XGBoost,shap,Clusters_2,5,0.0076351538600000005,2.6,5,1,0.06594329708919998,0.0076351538600000005,0.1157836231584251,STR,Antibiotics
Ciprofloxacin0125ugml,3,XGBoost,shap,Clusters_6,5,0.0055110116999999995,13.2,5,2,0.06594329708919998,0.013146165559999999,0.19935560004252567,STR,Antibiotics
Ciprofloxacin0125ugml,3,XGBoost,shap,group_6437,5,0.0053722217400000005,4.8,5,3,0.06594329708919998,0.0185183873,0.2808228905350396,PAN,Antibiotics
Ciprofloxacin0125ugml,3,XGBoost,shap,qnrB2~~~qnrB~~~qnrB1,5,0.00490622712,8,5,4,0.06594329708919998,0.023424614420000003,0.3552235853223121,PAN,Antibiotics
Ciprofloxacin0125ugml,3,XGBoost,shap,qnrS1,5,0.00382191804,9.4,5,5,0.06594329708919998,0.027246532460000004,0.41318122785313943,PAN,Antibiotics
Ciprofloxacin0125ugml,3,XGBoost,shap,group_21051,5,0.00360636484,8.6,5,6,0.06594329708919998,0.030852897300000005,0.4678701044969893,PAN,Antibiotics
Ciprofloxacin0125ugml,3,XGBoost,shap,group_2393,5,0.00335336935,57.2,5,7,0.06594329708919998,0.034206266650000004,0.5187224200168514,PAN,Antibiotics
Ciprofloxacin0125ugml,3,XGBoost,shap,tnp~~~traO,5,0.00308881856,16.2,5,8,0.06594329708919998,0.03729508521,0.565562943562737,PAN,Antibiotics
Ciprofloxacin0125ugml,3,XGBoost,shap,group_10377,5,0.00224004128,26,5,9,0.06594329708919998,0.03953512649,0.5995321470887595,PAN,Antibiotics
Ciprofloxacin0125ugml,3,XGBoost,shap,Clusters_3,5,0.00198445332,25.6,5,10,0.06594329708919998,0.041519579810000005,0.6296254758665983,STR,Antibiotics
Ciprofloxacin025ugml,3,XGBoost,shap,blaCTXM~~~blaCTXM15,5,0.0201624222,1.2,5,1,0.1397665318324,0.0201624222,0.14425787014717956,PAN,Antibiotics
Ciprofloxacin025ugml,3,XGBoost,shap,xerD~~~intI1,5,0.01023230578,4.8,5,2,0.1397665318324,0.030394727979999998,0.21746785572706068,PAN,Antibiotics
Ciprofloxacin025ugml,3,XGBoost,shap,group_5890,5,0.00891707026,4.6,5,3,0.1397665318324,0.03931179824,0.2812676090950046,PAN,Antibiotics
Ciprofloxacin025ugml,3,XGBoost,shap,qnrB2~~~qnrB~~~qnrB1,5,0.0085092273,6.4,5,4,0.1397665318324,0.04782102554,0.34214933226893135,PAN,Antibiotics
Ciprofloxacin025ugml,3,XGBoost,shap,tnp~~~traO,5,0.0077260626,8.6,5,5,0.1397665318324,0.05554708814,0.3974276775115868,PAN,Antibiotics
Ciprofloxacin025ugml,3,XGBoost,shap,group_8739,5,0.00741349058,10.4,5,6,0.1397665318324,0.06296057872,0.45046963600340817,PAN,Antibiotics
Ciprofloxacin025ugml,3,XGBoost,shap,group_2534,5,0.0063980199,8.6,5,7,0.1397665318324,0.06935859861999999,0.49624611636762106,PAN,Antibiotics
Ciprofloxacin025ugml,3,XGBoost,shap,Clusters_2,5,0.00623123894,12.4,5,8,0.1397665318324,0.07558983755999998,0.5408293142069446,STR,Antibiotics
Ciprofloxacin025ugml,3,XGBoost,shap,group_9336,5,0.0060464567,14.6,5,9,0.1397665318324,0.08163629425999998,0.584090434166983,PAN,Antibiotics
Ciprofloxacin025ugml,3,XGBoost,shap,group_6558,5,0.00412619614,15.6,5,10,0.1397665318324,0.08576249039999997,0.6136124956068983,PAN,Antibiotics
Ciprofloxacin05ugml,3,XGBoost,shap,xerD~~~intI1,5,0.035101963199999996,1.2,5,1,0.22872091595160002,0.035101963199999996,0.15347071803187418,PAN,Antibiotics
Ciprofloxacin05ugml,3,XGBoost,shap,blaCTXM~~~blaCTXM15,5,0.0262026816,2.6,5,2,0.22872091595160002,0.061304644799999995,0.26803252577465525,PAN,Antibiotics
Ciprofloxacin05ugml,3,XGBoost,shap,group_8719,5,0.0195758436,3,5,3,0.22872091595160002,0.08088048839999999,0.3536208661262761,PAN,Antibiotics
Ciprofloxacin05ugml,3,XGBoost,shap,tnp~~~traO,5,0.0184625052,4.2,5,4,0.22872091595160002,0.09934299359999998,0.43434153447086626,PAN,Antibiotics
Ciprofloxacin05ugml,3,XGBoost,shap,group_2393,5,0.0135241562,6,5,5,0.22872091595160002,0.11286714979999998,0.4934710467139086,PAN,Antibiotics
Ciprofloxacin05ugml,3,XGBoost,shap,Clusters_2,5,0.01225453124,8.2,5,6,0.22872091595160002,0.12512168104,0.5470495801375559,STR,Antibiotics
Ciprofloxacin05ugml,3,XGBoost,shap,qnrS1,5,0.00786545514,12.8,5,7,0.22872091595160002,0.13298713618,0.5814384557997381,PAN,Antibiotics
Ciprofloxacin05ugml,3,XGBoost,shap,group_8739,5,0.00759944152,11.6,5,8,0.22872091595160002,0.1405865777,0.6146642825169069,PAN,Antibiotics
Ciprofloxacin05ugml,3,XGBoost,shap,qnrB2~~~qnrB~~~qnrB1,5,0.0071051686,11.4,5,9,0.22872091595160002,0.14769174629999998,0.6457290785389005,PAN,Antibiotics
Ciprofloxacin05ugml,3,XGBoost,shap,group_9336,5,0.0069231153,15.8,5,10,0.22872091595160002,0.1546148616,0.6759979119387501,PAN,Antibiotics
Ciprofloxacin1ugml,3,XGBoost,shap,xerD~~~intI1,5,0.0423142302,1,5,1,0.2524691189918,0.0423142302,0.16760160755095885,PAN,Antibiotics
Ciprofloxacin1ugml,3,XGBoost,shap,blaCTXM~~~blaCTXM15,5,0.023971852000000002,2.8,5,2,0.2524691189918,0.0662860822,0.26255124771181587,PAN,Antibiotics
Ciprofloxacin1ugml,3,XGBoost,shap,qnrS1,5,0.019780533,3.6,5,3,0.2524691189918,0.0860666152,0.34089957434673573,PAN,Antibiotics
Ciprofloxacin1ugml,3,XGBoost,shap,group_8719,5,0.0161218212,4.8,5,4,0.2524691189918,0.1021884364,0.4047561809066993,PAN,Antibiotics
Ciprofloxacin1ugml,3,XGBoost,shap,tnp~~~traO,5,0.014120703200000001,6,5,5,0.2524691189918,0.1163091396,0.46068659828364045,PAN,Antibiotics
Ciprofloxacin1ugml,3,XGBoost,shap,group_2393,5,0.01359084726,6.4,5,6,0.2524691189918,0.12989998686,0.5145183196215734,PAN,Antibiotics
Ciprofloxacin1ugml,3,XGBoost,shap,Clusters_2,5,0.01246805802,12.4,5,7,0.2524691189918,0.14236804488000002,0.5639028069988393,STR,Antibiotics
Ciprofloxacin1ugml,3,XGBoost,shap,aac6IIc~~~aac6Ib,5,0.00989042092,9.2,5,8,0.2524691189918,0.15225846580000002,0.6030775819554598,PAN,Antibiotics
Ciprofloxacin1ugml,3,XGBoost,shap,group_3457,5,0.00753909736,20.8,5,9,0.2524691189918,0.15979756316000002,0.6329390453697036,PAN,Antibiotics
Ciprofloxacin1ugml,3,XGBoost,shap,qnrB2~~~qnrB~~~qnrB1,5,0.00653170128,14.6,5,10,0.2524691189918,0.16632926444,0.6588103333358653,PAN,Antibiotics
CiprofloxacinRifampicin0252ugml,3,XGBoost,shap,group_8732,5,0.01041227436,2.4,5,1,0.070912745362,0.01041227436,0.14683219930136315,PAN,Stress combination
CiprofloxacinRifampicin0252ugml,3,XGBoost,shap,csa3~~~tnp,5,0.00758689832,4,5,2,0.070912745362,0.01799917268,0.25382140527935637,PAN,Stress combination
CiprofloxacinRifampicin0252ugml,3,XGBoost,shap,Clusters_2,5,0.00758000154,5.2,5,3,0.070912745362,0.02557917422,0.3607133539876614,STR,Stress combination
CiprofloxacinRifampicin0252ugml,3,XGBoost,shap,Clusters_7,5,0.00578164448,9.2,5,4,0.070912745362,0.0313608187,0.442245163967454,STR,Stress combination
CiprofloxacinRifampicin0252ugml,3,XGBoost,shap,Clusters_6,5,0.0050072059000000006,10.4,5,5,0.070912745362,0.0363680246,0.5128559670669376,STR,Stress combination
CiprofloxacinRifampicin0252ugml,3,XGBoost,shap,group_8727,5,0.00420231916,14,5,6,0.070912745362,0.04057034376,0.5721163882866735,PAN,Stress combination
CiprofloxacinRifampicin0252ugml,3,XGBoost,shap,Clusters_8,5,0.00416888934,17.8,5,7,0.070912745362,0.044739233100000005,0.6309053876226658,STR,Stress combination
CiprofloxacinRifampicin0252ugml,3,XGBoost,shap,Clusters_3,5,0.003921297768,27.2,5,8,0.070912745362,0.048660530868000006,0.6862028908850526,STR,Stress combination
CiprofloxacinRifampicin0252ugml,3,XGBoost,shap,group_2828,5,0.00309114664,20.6,5,9,0.070912745362,0.051751677508000006,0.7297937379777736,PAN,Stress combination
CiprofloxacinRifampicin0252ugml,3,XGBoost,shap,Clusters_9,5,0.00304020652,24.6,5,10,0.070912745362,0.054791884028000004,0.7726662357844817,STR,Stress combination
CiprofloxacinRifampicin052ugml,3,XGBoost,shap,group_8719,5,0.01080758046,2,5,1,0.09483291128820001,0.01080758046,0.11396444876774314,PAN,Stress combination
CiprofloxacinRifampicin052ugml,3,XGBoost,shap,estX~~~dfrA1~~~dfrA32~~~dfrA17~~~dfrA7,5,0.00901910636,6.2,5,2,0.09483291128820001,0.01982668682,0.20906968425493253,PAN,Stress combination
CiprofloxacinRifampicin052ugml,3,XGBoost,shap,group_2393,5,0.00864463648,5.2,5,3,0.09483291128820001,0.028471323300000004,0.3002261863866523,PAN,Stress combination
CiprofloxacinRifampicin052ugml,3,XGBoost,shap,group_8732,5,0.00641318792,7.6,5,4,0.09483291128820001,0.034884511220000004,0.36785237051285863,PAN,Stress combination
CiprofloxacinRifampicin052ugml,3,XGBoost,shap,Clusters_2,5,0.00606918598,9,5,5,0.09483291128820001,0.04095369720000001,0.431851101518338,STR,Stress combination
CiprofloxacinRifampicin052ugml,3,XGBoost,shap,group_5128,5,0.00512511662,13.8,5,6,0.09483291128820001,0.04607881382000001,0.48589475103179247,PAN,Stress combination
CiprofloxacinRifampicin052ugml,3,XGBoost,shap,tetRA,5,0.00505607336,10,5,7,0.09483291128820001,0.051134887180000005,0.5392103488692821,PAN,Stress combination
CiprofloxacinRifampicin052ugml,3,XGBoost,shap,group_8739,5,0.00493234098,26,5,8,0.09483291128820001,0.05606722816,0.5912212057859327,PAN,Stress combination
CiprofloxacinRifampicin052ugml,3,XGBoost,shap,Clusters_7,5,0.0045910816,18.2,5,9,0.09483291128820001,0.06065830976,0.639633529499665,STR,Stress combination
CiprofloxacinRifampicin052ugml,3,XGBoost,shap,group_7193,5,0.0041929777,13.8,5,10,0.09483291128820001,0.06485128746,0.6838479023692,PAN,Stress combination
Citricacid,3,XGBoost,shap,Clusters_36,5,0.00886823568,5.4,5,1,0.057698962461799994,0.00886823568,0.1536983561163908,STR,Chemical stress
Citricacid,3,XGBoost,shap,Clusters_2,5,0.006563634400000001,4.4,5,2,0.057698962461799994,0.01543187008,0.2674548973080197,STR,Chemical stress
Citricacid,3,XGBoost,shap,Clusters_23,5,0.0062962105200000005,9.8,5,3,0.057698962461799994,0.0217280806,0.37657662586888335,STR,Chemical stress
Citricacid,3,XGBoost,shap,blaCTXM14,5,0.00471670648,18.8,5,4,0.057698962461799994,0.02644478708,0.4583234420810939,PAN,Chemical stress
Citricacid,3,XGBoost,shap,Clusters_3,5,0.0044644862,10.4,5,5,0.057698962461799994,0.03090927328,0.5356989443348085,STR,Chemical stress
Citricacid,3,XGBoost,shap,group_21167,5,0.00264137276,29.2,5,6,0.057698962461799994,0.03355064604,0.5814774583201985,PAN,Chemical stress
Citricacid,3,XGBoost,shap,Clusters_4,5,0.00240257546,41.8,5,7,0.057698962461799994,0.0359532215,0.6231172964991023,STR,Chemical stress
Citricacid,3,XGBoost,shap,group_20379,5,0.00234367971,37.4,5,8,0.057698962461799994,0.03829690121,0.6637363927532446,PAN,Chemical stress
Citricacid,3,XGBoost,shap,group_8436,5,0.00224346226,36.6,5,9,0.057698962461799994,0.04054036347,0.7026185868912294,PAN,Chemical stress
Citricacid,3,XGBoost,shap,group_3616,5,0.00217137456,37.6,5,10,0.057698962461799994,0.04271173803,0.7402514050105773,PAN,Chemical stress
Clindamycin4ugml,3,XGBoost,shap,Clusters_2,5,0.0101215598,1.2,5,1,0.048849996686400006,0.0101215598,0.20719673462778096,STR,Antibiotics
Clindamycin4ugml,3,XGBoost,shap,Clusters_6,5,0.0041097226,9.8,5,2,0.048849996686400006,0.0142312824,0.29132616919832943,STR,Antibiotics
Clindamycin4ugml,3,XGBoost,shap,group_12397,5,0.00401959462,8.4,5,3,0.048849996686400006,0.01825087702,0.37361060917085187,PAN,Antibiotics
Clindamycin4ugml,3,XGBoost,shap,Clusters_3,5,0.003209802874,20.4,5,4,0.048849996686400006,0.021460679894,0.43931793960540266,STR,Antibiotics
Clindamycin4ugml,3,XGBoost,shap,X2326612...G.T.....GT,5,0.002676338868,26,5,5,0.048849996686400006,0.024137018761999997,0.49410481881813145,SNP,Antibiotics
Clindamycin4ugml,3,XGBoost,shap,Clusters_4,5,0.00259330164,15.6,5,6,0.048849996686400006,0.026730320401999998,0.54719185701484,STR,Antibiotics
Clindamycin4ugml,3,XGBoost,shap,Clusters_8,5,0.00222888325,45.4,5,7,0.048849996686400006,0.028959203652,0.5928189481343882,STR,Antibiotics
Clindamycin4ugml,3,XGBoost,shap,Clusters_10,5,0.0019713227,28.8,5,8,0.048849996686400006,0.030930526352,0.6331735609024342,STR,Antibiotics
Clindamycin4ugml,3,XGBoost,shap,group_10938,5,0.0018122311039999999,79.2,5,9,0.048849996686400006,0.032742757456,0.6702714365816055,PAN,Antibiotics
Clindamycin4ugml,3,XGBoost,shap,group_739,5,0.00176179052,43.2,5,10,0.048849996686400006,0.034504547976,0.7063367516175528,PAN,Antibiotics
Clindamycin8ugml,3,XGBoost,shap,Clusters_2,5,0.0106745872,1.2,5,1,0.0600766763514,0.0106745872,0.1776827189567261,STR,Antibiotics
Clindamycin8ugml,3,XGBoost,shap,tap~~~repA~~~tapA~~~repL,5,0.0072923536,3.8,5,2,0.0600766763514,0.0179669408,0.29906682411836366,PAN,Antibiotics
Clindamycin8ugml,3,XGBoost,shap,Clusters_6,5,0.00469450298,7.6,5,3,0.0600766763514,0.022661443780000002,0.37720867991179924,STR,Antibiotics
Clindamycin8ugml,3,XGBoost,shap,group_12397,5,0.0038052160999999998,11.6,5,4,0.0600766763514,0.02646665988,0.44054800444004977,PAN,Antibiotics
Clindamycin8ugml,3,XGBoost,shap,group_8662,5,0.00325879586,12.2,5,5,0.0600766763514,0.02972545574,0.4947919483116894,PAN,Antibiotics
Clindamycin8ugml,3,XGBoost,shap,Clusters_3,5,0.00311240924,14.6,5,6,0.0600766763514,0.03283786498,0.546599229090588,STR,Antibiotics
Clindamycin8ugml,3,XGBoost,shap,group_739,5,0.00273925576,27.2,5,7,0.0600766763514,0.035577120739999996,0.5921952228499225,PAN,Antibiotics
Clindamycin8ugml,3,XGBoost,shap,Clusters_4,5,0.00259173444,16.2,5,8,0.0600766763514,0.038168855179999996,0.6353356659869638,STR,Antibiotics
Clindamycin8ugml,3,XGBoost,shap,group_2433,5,0.00224281742,29.8,5,9,0.0600766763514,0.0404116726,0.6726682475512522,PAN,Antibiotics
Clindamycin8ugml,3,XGBoost,shap,Clusters_8,5,0.00220102438,38.8,5,10,0.0600766763514,0.042612696979999996,0.7093051674621639,STR,Antibiotics
Colistin02ugml,3,XGBoost,shap,Clusters_3,5,0.00573215584,3,5,1,0.04928018327560002,0.00573215584,0.11631766480946001,STR,Antibiotics
Colistin02ugml,3,XGBoost,shap,ltrA~~~araC,5,0.00518620776,7.8,5,2,0.04928018327560002,0.010918363600000001,0.2215568789372986,PAN,Antibiotics
Colistin02ugml,3,XGBoost,shap,Clusters_6,5,0.0040398141,10.2,5,3,0.04928018327560002,0.014958177700000002,0.30353332122054444,STR,Antibiotics
Colistin02ugml,3,XGBoost,shap,group_8558,5,0.00348818578,7.2,5,4,0.04928018327560002,0.018446363480000002,0.37431604864045437,PAN,Antibiotics
Colistin02ugml,3,XGBoost,shap,X1682579...T.A.....GT,5,0.00262413974,12.2,5,5,0.04928018327560002,0.02107050322,0.4275654394822957,SNP,Antibiotics
Colistin02ugml,3,XGBoost,shap,Clusters_4,5,0.0025594322,17.8,5,6,0.04928018327560002,0.02362993542,0.4795017763600696,STR,Antibiotics
Colistin02ugml,3,XGBoost,shap,Clusters_2,5,0.00238193582,13.8,5,7,0.04928018327560002,0.02601187124,0.5278363332077785,STR,Antibiotics
Colistin02ugml,3,XGBoost,shap,group_20411,5,0.002172439068,25.8,5,8,0.04928018327560002,0.028184310308,0.5719197542423676,PAN,Antibiotics
Colistin02ugml,3,XGBoost,shap,group_7181,5,0.001908168082,55.8,5,9,0.04928018327560002,0.03009247839,0.6106405534595407,PAN,Antibiotics
Colistin02ugml,3,XGBoost,shap,group_6243,5,0.00177977485,42,5,10,0.04928018327560002,0.03187225324,0.6467559802234103,PAN,Antibiotics
Colistin04ugml,3,XGBoost,shap,Clusters_3,5,0.01102035474,1,5,1,0.0775829766272,0.01102035474,0.1420460417876819,STR,Antibiotics
Colistin04ugml,3,XGBoost,shap,Clusters_2,5,0.00641426182,4.2,5,2,0.0775829766272,0.01743461656,0.22472219187691694,STR,Antibiotics
Colistin04ugml,3,XGBoost,shap,mbkB~~~mbeB,5,0.00445365664,11.2,5,3,0.0775829766272,0.021888273200000002,0.28212726749551065,PAN,Antibiotics
Colistin04ugml,3,XGBoost,shap,Clusters_25,5,0.0041296187,15.6,5,4,0.0775829766272,0.026017891900000003,0.3353556802160428,STR,Antibiotics
Colistin04ugml,3,XGBoost,shap,Clusters_5,5,0.0038830121,17,5,5,0.0775829766272,0.029900904000000002,0.3854054755294988,STR,Antibiotics
Colistin04ugml,3,XGBoost,shap,Clusters_8,5,0.00388088386,13.6,5,6,0.0775829766272,0.03378178786,0.4354278390519547,STR,Antibiotics
Colistin04ugml,3,XGBoost,shap,Clusters_11,5,0.003724813984,35.4,5,7,0.0775829766272,0.037506601844,0.48343855152949206,STR,Antibiotics
Colistin04ugml,3,XGBoost,shap,Clusters_6,5,0.0032169718999999998,22.2,5,8,0.0775829766272,0.040723573744,0.5249034712819026,STR,Antibiotics
Colistin04ugml,3,XGBoost,shap,Clusters_7,5,0.0030343349400000002,28,5,9,0.0775829766272,0.043757908684,0.5640143055385015,STR,Antibiotics
Colistin04ugml,3,XGBoost,shap,yajL,5,0.0028797278720000003,32.2,5,10,0.0775829766272,0.046637636556,0.6011323435049694,PAN,Antibiotics
Colistin06ugml,3,XGBoost,shap,Clusters_2,5,0.0350365262,1.4,5,1,0.17442278725799998,0.0350365262,0.20087126659761043,STR,Antibiotics
Colistin06ugml,3,XGBoost,shap,Clusters_3,5,0.0221476356,2.2,5,2,0.17442278725799998,0.0571841618,0.32784799910011314,STR,Antibiotics
Colistin06ugml,3,XGBoost,shap,group_11919,5,0.0139852936,4.2,5,3,0.17442278725799998,0.0711694554,0.4080284263244152,PAN,Antibiotics
Colistin06ugml,3,XGBoost,shap,Clusters_8,5,0.00914634744,14.4,5,4,0.17442278725799998,0.08031580284,0.4604662275073023,STR,Antibiotics
Colistin06ugml,3,XGBoost,shap,group_8665,5,0.00776190374,16.2,5,5,0.17442278725799998,0.08807770658000001,0.5049667418152114,PAN,Antibiotics
Colistin06ugml,3,XGBoost,shap,Clusters_4,5,0.0071151271,22.4,5,6,0.17442278725799998,0.09519283368,0.5457591589749919,STR,Antibiotics
Colistin06ugml,3,XGBoost,shap,Clusters_12,5,0.00703743774,21.6,5,7,0.17442278725799998,0.10223027142,0.5861061678184549,STR,Antibiotics
Colistin06ugml,3,XGBoost,shap,Clusters_9,5,0.0069721068,15.4,5,8,0.17442278725799998,0.10920237822000001,0.6260786215878533,STR,Antibiotics
Colistin06ugml,3,XGBoost,shap,Clusters_11,5,0.0066008987600000004,18.4,5,9,0.17442278725799998,0.11580327698000001,0.6639228669629498,STR,Antibiotics
Colistin06ugml,3,XGBoost,shap,Clusters_7,5,0.00656161534,13.6,5,10,0.17442278725799998,0.12236489232,0.7015418927975403,STR,Antibiotics
ColistinCefepime04025ugml,3,XGBoost,shap,blaCTXM~~~blaCTXM15,5,0.1129877782,1,5,1,0.36883773234719985,0.1129877782,0.3063346515037151,PAN,Stress combination
ColistinCefepime04025ugml,3,XGBoost,shap,group_1215,5,0.0334603794,2.8,5,2,0.36883773234719985,0.1464481576,0.39705307986804134,PAN,Stress combination
ColistinCefepime04025ugml,3,XGBoost,shap,tnp~~~traO,5,0.0318386132,2.8,5,3,0.36883773234719985,0.1782867708,0.48337454431634025,PAN,Stress combination
ColistinCefepime04025ugml,3,XGBoost,shap,blaOXA232,5,0.0272856676,3.4,5,4,0.36883773234719985,0.2055724384,0.5573519745167707,PAN,Stress combination
ColistinCefepime04025ugml,3,XGBoost,shap,group_8522,5,0.0172357728,5.4,5,5,0.36883773234719985,0.2228082112,0.6040819353868677,PAN,Stress combination
ColistinCefepime04025ugml,3,XGBoost,shap,blaOXA~~~blaOXA1,5,0.012765937599999999,9,5,6,0.36883773234719985,0.2355741488,0.6386931925344499,PAN,Stress combination
ColistinCefepime04025ugml,3,XGBoost,shap,aac6IIc~~~aac6Ib,5,0.01259305568,66.4,5,7,0.36883773234719985,0.24816720448,0.6728357288738331,PAN,Stress combination
ColistinCefepime04025ugml,3,XGBoost,shap,qacEdelta1,5,0.01044855344,12.6,5,8,0.36883773234719985,0.25861575791999997,0.7011640492262757,PAN,Stress combination
ColistinCefepime04025ugml,3,XGBoost,shap,group_8611,5,0.00666526382,23.2,5,9,0.36883773234719985,0.26528102173999996,0.719235041523034,PAN,Stress combination
ColistinCefepime04025ugml,3,XGBoost,shap,Clusters_7,5,0.00647288362,29.8,5,10,0.36883773234719985,0.27175390535999994,0.7367844488974042,STR,Stress combination
ColistinCiprofloxacin02025ugml,3,XGBoost,shap,Clusters_2,5,0.0139184576,2,5,1,0.08542252140899997,0.0139184576,0.16293662807445033,STR,Stress combination
ColistinCiprofloxacin02025ugml,3,XGBoost,shap,Clusters_8,5,0.01300710942,5,5,2,0.08542252140899997,0.02692556702,0.31520454531049663,STR,Stress combination
ColistinCiprofloxacin02025ugml,3,XGBoost,shap,Clusters_7,5,0.00629175156,10.4,5,3,0.08542252140899997,0.03321731858,0.38885902724594923,STR,Stress combination
ColistinCiprofloxacin02025ugml,3,XGBoost,shap,Clusters_6,5,0.00485663098,13.2,5,4,0.08542252140899997,0.03807394956,0.4457132490587967,STR,Stress combination
ColistinCiprofloxacin02025ugml,3,XGBoost,shap,fimB~~~intS,5,0.00466984316,18.4,5,5,0.08542252140899997,0.04274379272,0.5003808365166869,PAN,Stress combination
ColistinCiprofloxacin02025ugml,3,XGBoost,shap,Clusters_3,5,0.004526627740000001,16.4,5,6,0.08542252140899997,0.047270420460000004,0.5533718705594152,STR,Stress combination
ColistinCiprofloxacin02025ugml,3,XGBoost,shap,Clusters_4,5,0.00431917496,23.2,5,7,0.08542252140899997,0.05158959542,0.6039343555897966,STR,Stress combination
ColistinCiprofloxacin02025ugml,3,XGBoost,shap,group_7429,5,0.003114257768,58.2,5,8,0.08542252140899997,0.054703853188,0.640391459836217,PAN,Stress combination
ColistinCiprofloxacin02025ugml,3,XGBoost,shap,Clusters_5,5,0.0031073134720000003,41.6,5,9,0.08542252140899997,0.05781116666,0.6767672705796427,STR,Stress combination
ColistinCiprofloxacin02025ugml,3,XGBoost,shap,group_9933,5,0.002865966926,46.2,5,10,0.08542252140899997,0.06067713358600001,0.71031775444183,PAN,Stress combination
ColistinCiprofloxacin0405ugml,3,XGBoost,shap,blaCTXM~~~blaCTXM15,5,0.0582053666,1.2,5,1,0.20861781527400006,0.0582053666,0.2790047749448084,PAN,Stress combination
ColistinCiprofloxacin0405ugml,3,XGBoost,shap,xerD~~~intI1,5,0.0360159346,1.8,5,2,0.20861781527400006,0.0942213012,0.45164551779170486,PAN,Stress combination
ColistinCiprofloxacin0405ugml,3,XGBoost,shap,group_5890,5,0.01658047936,6,5,3,0.20861781527400006,0.11080178056,0.5311232907624509,PAN,Stress combination
ColistinCiprofloxacin0405ugml,3,XGBoost,shap,group_9120,5,0.0127044701,8,5,4,0.20861781527400006,0.12350625066,0.5920215898042362,PAN,Stress combination
ColistinCiprofloxacin0405ugml,3,XGBoost,shap,group_2393,5,0.009680205859999999,20.2,5,5,0.20861781527400006,0.13318645652,0.6384232158939638,PAN,Stress combination
ColistinCiprofloxacin0405ugml,3,XGBoost,shap,Clusters_2,5,0.00870050566,30.8,5,6,0.20861781527400006,0.14188696218,0.6801286936767346,STR,Stress combination
ColistinCiprofloxacin0405ugml,3,XGBoost,shap,blaOXA232,5,0.0069534915260000005,44.2,5,7,0.20861781527400006,0.148840453706,0.713459938742585,PAN,Stress combination
ColistinCiprofloxacin0405ugml,3,XGBoost,shap,Clusters_16,5,0.006880401294,44.2,5,8,0.20861781527400006,0.155720855,0.7464408291088427,STR,Stress combination
ColistinCiprofloxacin0405ugml,3,XGBoost,shap,group_6173,5,0.00668748224,20.6,5,9,0.20861781527400006,0.16240833723999998,0.7784969707725669,PAN,Stress combination
ColistinCiprofloxacin0405ugml,3,XGBoost,shap,Clusters_7,5,0.00574702272,26.8,5,10,0.20861781527400006,0.16815535995999997,0.8060450625424467,STR,Stress combination
ColistinGentamicin022ugml,3,XGBoost,shap,aac3IIg~~~aac3IId~~~aac3IIe,5,0.0769307966,1,5,1,0.19800454538460005,0.0769307966,0.3885304574729392,PAN,Stress combination
ColistinGentamicin022ugml,3,XGBoost,shap,group_8727,5,0.0327997864,2.4,5,2,0.19800454538460005,0.109730583,0.5541821415607482,PAN,Stress combination
ColistinGentamicin022ugml,3,XGBoost,shap,group_2744,5,0.0166070655,4,5,3,0.19800454538460005,0.1263376485,0.6380542843327374,PAN,Stress combination
ColistinGentamicin022ugml,3,XGBoost,shap,blaTEM1~~~blaTEM,5,0.0079967901,11.8,5,4,0.19800454538460005,0.13433443860000002,0.6784411859791981,PAN,Stress combination
ColistinGentamicin022ugml,3,XGBoost,shap,Clusters_4,5,0.00794181988,10.8,5,5,0.19800454538460005,0.14227625848000003,0.7185504666251246,STR,Stress combination
