row	column	strain	r_c
23	29	HKPB105	23 29
23	30	HKPB105	23 30
24	29	HKPB105	24 29
24	30	HKPB105	24 30
23	31	MKPU028	23 31
23	32	MKPU028	23 32
24	31	MKPU028	24 31
24	32	MKPU028	24 32
23	33	HKPB200	23 33
23	34	HKPB200	23 34
24	33	HKPB200	24 33
24	34	HKPB200	24 34
23	35	HKPU030	23 35
23	36	HKPU030	23 36
24	35	HKPU030	24 35
24	36	HKPU030	24 36
23	37	RKPR136	23 37
23	38	RKPR136	23 38
24	37	RKPR136	24 37
24	38	RKPR136	24 38
23	39	HKPU031	23 39
23	40	HKPU031	23 40
24	39	HKPU031	24 39
24	40	HKPU031	24 40
23	41	HKPB202	23 41
23	42	HKPB202	23 42
24	41	HKPB202	24 41
24	42	HKPB202	24 42
23	43	HKPU033	23 43
23	44	HKPU033	23 44
24	43	HKPU033	24 43
24	44	HKPU033	24 44
23	45	HKPB203	23 45
23	46	HKPB203	23 46
24	45	HKPB203	24 45
24	46	HKPB203	24 46
23	47	HKPU034	23 47
23	48	HKPU034	23 48
24	47	HKPU034	24 47
24	48	HKPU034	24 48
25	1	KP055	25 1
25	2	KP055	25 2
26	1	KP055	26 1
26	2	KP055	26 2
25	3	380	25 3
25	4	380	25 4
26	3	380	26 3
26	4	380	26 4
25	5	KP056	25 5
25	6	KP056	25 6
26	5	KP056	26 5
26	6	KP056	26 6
25	7	390	25 7
25	8	390	25 8
26	7	390	26 7
26	8	390	26 8
25	9	KP058	25 9
25	10	KP058	25 10
26	9	KP058	26 9
26	10	KP058	26 10
25	11	391	25 11
25	12	391	25 12
26	11	391	26 11
26	12	391	26 12
25	13	KP059	25 13
25	14	KP059	25 14
26	13	KP059	26 13
26	14	KP059	26 14
25	15	393	25 15
25	16	393	25 16
26	15	393	26 15
26	16	393	26 16
25	17	KP060	25 17
25	18	KP060	25 18
26	17	KP060	26 17
26	18	KP060	26 18
25	19	395	25 19
25	20	395	25 20
26	19	395	26 19
26	20	395	26 20
25	21	KP062	25 21
25	22	KP062	25 22
26	21	KP062	26 21
26	22	KP062	26 22
25	23	396	25 23
25	24	396	25 24
26	23	396	26 23
26	24	396	26 24
25	25	KP063	25 25
25	26	KP063	25 26
26	25	KP063	26 25
26	26	KP063	26 26
25	27	399	25 27
25	28	399	25 28
26	27	399	26 27
26	28	399	26 28
25	29	MKPU080	25 29
25	30	MKPU080	25 30
26	29	MKPU080	26 29
26	30	MKPU080	26 30
25	31	301B	25 31
25	32	301B	25 32
26	31	301B	26 31
26	32	301B	26 32
25	33	MKPR276	25 33
25	34	MKPR276	25 34
26	33	MKPR276	26 33
26	34	MKPR276	26 34
25	35	RKPU105	25 35
25	36	RKPU105	25 36
26	35	RKPU105	26 35
26	36	RKPU105	26 36
25	37	KP066	25 37
25	38	KP066	25 38
26	37	KP066	26 37
26	38	KP066	26 38
25	39	308	25 39
25	40	308	25 40
26	39	308	26 39
26	40	308	26 40
25	41	KP067	25 41
25	42	KP067	25 42
26	41	KP067	26 41
26	42	KP067	26 42
25	43	320	25 43
25	44	320	25 44
26	43	320	26 43
26	44	320	26 44
25	45	KP068	25 45
25	46	KP068	25 46
26	45	KP068	26 45
26	46	KP068	26 46
25	47	333	25 47
25	48	333	25 48
26	47	333	26 47
26	48	333	26 48
27	1	HKPB204	27 1
27	2	HKPB204	27 2
28	1	HKPB204	28 1
28	2	HKPB204	28 2
27	3	HKPU035	27 3
27	4	HKPU035	27 4
28	3	HKPU035	28 3
28	4	HKPU035	28 4
27	5	HKPB205	27 5
27	6	HKPB205	27 6
28	5	HKPB205	28 5
28	6	HKPB205	28 6
27	7	HKPU036	27 7
27	8	HKPU036	27 8
28	7	HKPU036	28 7
28	8	HKPU036	28 8
27	9	HKPB206	27 9
27	10	HKPB206	27 10
28	9	HKPB206	28 9
28	10	HKPB206	28 10
27	11	HKPU056	27 11
27	12	HKPU056	27 12
28	11	HKPU056	28 11
28	12	HKPU056	28 12
27	13	HKPB207	27 13
27	14	HKPB207	27 14
28	13	HKPB207	28 13
28	14	HKPB207	28 14
27	15	MKPU019	27 15
27	16	MKPU019	27 16
28	15	MKPU019	28 15
28	16	MKPU019	28 16
27	17	HKPB208	27 17
27	18	HKPB208	27 18
28	17	HKPB208	28 17
28	18	HKPB208	28 18
27	19	HKPU060	27 19
27	20	HKPU060	27 20
28	19	HKPU060	28 19
28	20	HKPU060	28 20
27	21	HKPB209	27 21
27	22	HKPB209	27 22
28	21	HKPB209	28 21
28	22	HKPB209	28 22
27	23	HKPU080	27 23
27	24	HKPU080	27 24
28	23	HKPU080	28 23
28	24	HKPU080	28 24
27	25	HKPB210	27 25
27	26	HKPB210	27 26
28	25	HKPB210	28 25
28	26	HKPB210	28 26
27	27	HKPU081	27 27
27	28	HKPU081	27 28
28	27	HKPU081	28 27
28	28	HKPU081	28 28
27	29	HKPB211	27 29
27	30	HKPB211	27 30
28	29	HKPB211	28 29
28	30	HKPB211	28 30
27	31	MKPB020	27 31
27	32	MKPB020	27 32
28	31	MKPB020	28 31
28	32	MKPB020	28 32
27	33	HKPB212	27 33
27	34	HKPB212	27 34
28	33	HKPB212	28 33
28	34	HKPB212	28 34
27	35	MKPB019	27 35
27	36	MKPB019	27 36
28	35	MKPB019	28 35
28	36	MKPB019	28 36
27	37	HKPB213	27 37
27	38	HKPB213	27 38
28	37	HKPB213	28 37
28	38	HKPB213	28 38
27	39	MKPB024	27 39
27	40	MKPB024	27 40
28	39	MKPB024	28 39
28	40	MKPB024	28 40
27	41	HKPB214	27 41
27	42	HKPB214	27 42
28	41	HKPB214	28 41
28	42	HKPB214	28 42
27	43	MKPB028	27 43
27	44	MKPB028	27 44
28	43	MKPB028	28 43
28	44	MKPB028	28 44
27	45	HKPB215	27 45
27	46	HKPB215	27 46
28	45	HKPB215	28 45
28	46	HKPB215	28 46
27	47	MKPU065	27 47
27	48	MKPU065	27 48
28	47	MKPU065	28 47
28	48	MKPU065	28 48
29	1	KP069	29 1
29	2	KP069	29 2
30	1	KP069	30 1
30	2	KP069	30 2
29	3	334	29 3
29	4	334	29 4
30	3	334	30 3
30	4	334	30 4
29	5	KP071	29 5
29	6	KP071	29 6
30	5	KP071	30 5
30	6	KP071	30 6
29	7	MKPB251	29 7
29	8	MKPB251	29 8
30	7	MKPB251	30 7
30	8	MKPB251	30 8
29	9	KP072	29 9
29	10	KP072	29 10
30	9	KP072	30 9
30	10	KP072	30 10
29	11	342	29 11
29	12	342	29 12
30	11	342	30 11
30	12	342	30 12
29	13	KP073	29 13
29	14	KP073	29 14
30	13	KP073	30 13
30	14	KP073	30 14
29	15	MKPU257	29 15
29	16	MKPU257	29 16
30	15	MKPU257	30 15
30	16	MKPU257	30 16
29	17	KP076	29 17
29	18	KP076	29 18
30	17	KP076	30 17
30	18	KP076	30 18
29	19	357	29 19
29	20	357	29 20
30	19	357	30 19
30	20	357	30 20
29	21	KP077	29 21
29	22	KP077	29 22
30	21	KP077	30 21
30	22	KP077	30 22
29	23	358	29 23
29	24	358	29 24
30	23	358	30 23
30	24	358	30 24
29	25	KP079	29 25
29	26	KP079	29 26
30	25	KP079	30 25
30	26	KP079	30 26
29	27	360	29 27
29	28	360	29 28
30	27	360	30 27
30	28	360	30 28
29	29	KP080	29 29
29	30	KP080	29 30
30	29	KP080	30 29
30	30	KP080	30 30
29	31	368	29 31
29	32	368	29 32
30	31	368	30 31
30	32	368	30 32
29	33	KP081	29 33
29	34	KP081	29 34
30	33	KP081	30 33
30	34	KP081	30 34
29	35	369	29 35
29	36	369	29 36
30	35	369	30 35
30	36	369	30 36
29	37	KP083	29 37
29	38	KP083	29 38
30	37	KP083	30 37
30	38	KP083	30 38
29	39	373	29 39
29	40	373	29 40
30	39	373	30 39
30	40	373	30 40
29	41	MKP103	29 41
29	42	MKP103	29 42
30	41	MKP103	30 41
30	42	MKP103	30 42
29	43	374	29 43
29	44	374	29 44
30	43	374	30 43
30	44	374	30 44
29	45	170	29 45
29	46	170	29 46
30	45	170	30 45
30	46	170	30 46
29	47	375	29 47
29	48	375	29 48
30	47	375	30 47
30	48	375	30 48
31	1	HKPB216	31 1
31	2	HKPB216	31 2
32	1	HKPB216	32 1
32	2	HKPB216	32 2
31	3	MKPB006	31 3
31	4	MKPB006	31 4
32	3	MKPB006	32 3
32	4	MKPB006	32 4
31	5	HKPB217	31 5
31	6	HKPB217	31 6
32	5	HKPB217	32 5
32	6	HKPB217	32 6
31	7	MKPR265	31 7
31	8	MKPR265	31 8
32	7	MKPR265	32 7
32	8	MKPR265	32 8
31	9	HKPB218	31 9
31	10	HKPB218	31 10
32	9	HKPB218	32 9
32	10	HKPB218	32 10
31	11	MKPB014	31 11
31	12	MKPB014	31 12
32	11	MKPB014	32 11
32	12	MKPB014	32 12
31	13	HKPB219	31 13
31	14	HKPB219	31 14
32	13	HKPB219	32 13
32	14	HKPB219	32 14
31	15	MKPB017	31 15
31	16	MKPB017	31 16
32	15	MKPB017	32 15
32	16	MKPB017	32 16
31	17	HKPB220	31 17
31	18	HKPB220	31 18
32	17	HKPB220	32 17
32	18	HKPB220	32 18
31	19	MKPB016	31 19
31	20	MKPB016	31 20
32	19	MKPB016	32 19
32	20	MKPB016	32 20
31	21	HKPB221	31 21
31	22	HKPB221	31 22
32	21	HKPB221	32 21
32	22	HKPB221	32 22
31	23	HKPU107	31 23
31	24	HKPU107	31 24
32	23	HKPU107	32 23
32	24	HKPU107	32 24
31	25	HKPB222	31 25
31	26	HKPB222	31 26
32	25	HKPB222	32 25
32	26	HKPB222	32 26
31	27	MKPR026	31 27
31	28	MKPR026	31 28
32	27	MKPR026	32 27
32	28	MKPR026	32 28
31	29	HKPB300	31 29
31	30	HKPB300	31 30
32	29	HKPB300	32 29
32	30	HKPB300	32 30
31	31	MKPR029	31 31
31	32	MKPR029	31 32
32	31	MKPR029	32 31
32	32	MKPR029	32 32
31	33	HKPB301	31 33
31	34	HKPB301	31 34
32	33	HKPB301	32 33
32	34	HKPB301	32 34
31	35	MKPR031	31 35
31	36	MKPR031	31 36
32	35	MKPR031	32 35
32	36	MKPR031	32 36
31	37	HKPB303	31 37
31	38	HKPB303	31 38
32	37	HKPB303	32 37
32	38	HKPB303	32 38
31	39	MKPR033	31 39
31	40	MKPR033	31 40
32	39	MKPR033	32 39
32	40	MKPR033	32 40
31	41	HKPB304	31 41
31	42	HKPB304	31 42
32	41	HKPB304	32 41
32	42	HKPB304	32 42
31	43	MKPU005	31 43
31	44	MKPU005	31 44
32	43	MKPU005	32 43
32	44	MKPU005	32 44
31	45	HKPU111	31 45
31	46	HKPU111	31 46
32	45	HKPU111	32 45
32	46	HKPU111	32 46
31	47	MKPU006	31 47
31	48	MKPU006	31 48
32	47	MKPU006	32 47
32	48	MKPU006	32 48
