row	column	strain	r_c
4	17	RKPB101	4 17
4	18	RKPB101	4 18
3	19	RKPB317	3 19
3	20	RKPB317	3 20
4	19	RKPB317	4 19
4	20	RKPB317	4 20
3	21	RKPB102	3 21
3	22	RKPB102	3 22
4	21	RKPB102	4 21
4	22	RKPB102	4 22
3	23	RKPB298	3 23
3	24	RKPB298	3 24
4	23	RKPB298	4 23
4	24	RKPB298	4 24
3	25	RKPB103	3 25
3	26	RKPB103	3 26
4	25	RKPB103	4 25
4	26	RKPB103	4 26
3	27	RKPB297	3 27
3	28	RKPB297	3 28
4	27	RKPB297	4 27
4	28	RKPB297	4 28
3	29	RKPB558	3 29
3	30	RKPB558	3 30
4	29	RKPB558	4 29
4	30	RKPB558	4 30
3	31	RKPB296	3 31
3	32	RKPB296	3 32
4	31	RKPB296	4 31
4	32	RKPB296	4 32
3	33	RKPB086	3 33
3	34	RKPB086	3 34
4	33	RKPB086	4 33
4	34	RKPB086	4 34
3	35	RKPB300	3 35
3	36	RKPB300	3 36
4	35	RKPB300	4 35
4	36	RKPB300	4 36
3	37	RKPB087	3 37
3	38	RKPB087	3 38
4	37	RKPB087	4 37
4	38	RKPB087	4 38
3	39	RKPB301	3 39
3	40	RKPB301	3 40
4	39	RKPB301	4 39
4	40	RKPB301	4 40
3	41	RKPB088	3 41
3	42	RKPB088	3 42
4	41	RKPB088	4 41
4	42	RKPB088	4 42
3	43	RKPB303	3 43
3	44	RKPB303	3 44
4	43	RKPB303	4 43
4	44	RKPB303	4 44
3	45	RKPB089	3 45
3	46	RKPB089	3 46
4	45	RKPB089	4 45
4	46	RKPB089	4 46
3	47	RKPB304	3 47
3	48	RKPB304	3 48
4	47	RKPB304	4 47
4	48	RKPB304	4 48
5	1	H249	5 1
5	2	H249	5 2
6	1	H249	6 1
6	2	H249	6 2
5	3	6	5 3
5	4	6	5 4
6	3	6	6 3
6	4	6	6 4
5	5	H251	5 5
5	6	H251	5 6
6	5	H251	6 5
6	6	H251	6 6
5	7	7	5 7
5	8	7	5 8
6	7	7	6 7
6	8	7	6 8
5	9	H257	5 9
5	10	H257	5 10
6	9	H257	6 9
6	10	H257	6 10
5	11	9	5 11
5	12	9	5 12
6	11	9	6 11
6	12	9	6 12
5	13	H262	5 13
5	14	H262	5 14
6	13	H262	6 13
6	14	H262	6 14
5	15	R235	5 15
5	16	R235	5 16
6	15	R235	6 15
6	16	R235	6 16
5	17	H264	5 17
5	18	H264	5 18
6	17	H264	6 17
6	18	H264	6 18
5	19	R238	5 19
5	20	R238	5 20
6	19	R238	6 19
6	20	R238	6 20
5	21	HA-107	5 21
5	22	HA-107	5 22
6	21	HA-107	6 21
6	22	HA-107	6 22
5	23	R1020	5 23
5	24	R1020	5 24
6	23	R1020	6 23
6	24	R1020	6 24
5	25	MKPU062	5 25
5	26	MKPU062	5 26
6	25	MKPU062	6 25
6	26	MKPU062	6 26
5	27	R1300	5 27
5	28	R1300	5 28
6	27	R1300	6 27
6	28	R1300	6 28
5	29	HA-126	5 29
5	30	HA-126	5 30
6	29	HA-126	6 29
6	30	HA-126	6 30
5	31	R848	5 31
5	32	R848	5 32
6	31	R848	6 31
6	32	R848	6 32
5	33	HA127	5 33
5	34	HA127	5 34
6	33	HA127	6 33
6	34	HA127	6 34
5	35	N594	5 35
5	36	N594	5 36
6	35	N594	6 35
6	36	N594	6 36
5	37	HA-3	5 37
5	38	HA-3	5 38
6	37	HA-3	6 37
6	38	HA-3	6 38
5	39	N1101	5 39
5	40	N1101	5 40
6	39	N1101	6 39
6	40	N1101	6 40
5	41	HA61	5 41
5	42	HA61	5 42
6	41	HA61	6 41
6	42	HA61	6 42
5	43	N1145	5 43
5	44	N1145	5 44
6	43	N1145	6 43
6	44	N1145	6 44
5	45	HA94	5 45
5	46	HA94	5 46
6	45	HA94	6 45
6	46	HA94	6 46
5	47	R69	5 47
5	48	R69	5 48
6	47	R69	6 47
6	48	R69	6 48
7	1	RKPB090	7 1
7	2	RKPB090	7 2
8	1	RKPB090	8 1
8	2	RKPB090	8 2
7	3	RKPB305	7 3
7	4	RKPB305	7 4
8	3	RKPB305	8 3
8	4	RKPB305	8 4
7	5	RKPB091	7 5
7	6	RKPB091	7 6
8	5	RKPB091	8 5
8	6	RKPB091	8 6
7	7	RKPB307	7 7
7	8	RKPB307	7 8
8	7	RKPB307	8 7
8	8	RKPB307	8 8
7	9	RKPB092	7 9
7	10	RKPB092	7 10
8	9	RKPB092	8 9
8	10	RKPB092	8 10
7	11	RKPB280	7 11
7	12	RKPB280	7 12
8	11	RKPB280	8 11
8	12	RKPB280	8 12
7	13	RKPB094	7 13
7	14	RKPB094	7 14
8	13	RKPB094	8 13
8	14	RKPB094	8 14
7	15	RKPU180	7 15
7	16	RKPU180	7 16
8	15	RKPU180	8 15
8	16	RKPU180	8 16
7	17	RKPB095	7 17
7	18	RKPB095	7 18
8	17	RKPB095	8 17
8	18	RKPB095	8 18
7	19	RKPB282	7 19
7	20	RKPB282	7 20
8	19	RKPB282	8 19
8	20	RKPB282	8 20
7	21	RKPB076	7 21
7	22	RKPB076	7 22
8	21	RKPB076	8 21
8	22	RKPB076	8 22
7	23	RKPB283	7 23
7	24	RKPB283	7 24
8	23	RKPB283	8 23
8	24	RKPB283	8 24
7	25	MKP103	7 25
7	26	MKP103	7 26
8	25	MKP103	8 25
8	26	MKP103	8 26
7	27	RKPB286	7 27
7	28	RKPB286	7 28
8	27	RKPB286	8 27
8	28	RKPB286	8 28
7	29	MKPR015	7 29
7	30	MKPR015	7 30
8	29	MKPR015	8 29
8	30	MKPR015	8 30
7	31	RKPB287	7 31
7	32	RKPB287	7 32
8	31	RKPB287	8 31
8	32	RKPB287	8 32
7	33	RKPB080	7 33
7	34	RKPB080	7 34
8	33	RKPB080	8 33
8	34	RKPB080	8 34
7	35	RKPB290	7 35
7	36	RKPB290	7 36
8	35	RKPB290	8 35
8	36	RKPB290	8 36
7	37	RKPB081	7 37
7	38	RKPB081	7 38
8	37	RKPB081	8 37
8	38	RKPB081	8 38
7	39	RKPB292	7 39
7	40	RKPB292	7 40
8	39	RKPB292	8 39
8	40	RKPB292	8 40
7	41	RKPB082	7 41
7	42	RKPB082	7 42
8	41	RKPB082	8 41
8	42	RKPB082	8 42
7	43	HKPU090	7 43
7	44	HKPU090	7 44
8	43	HKPU090	8 43
8	44	HKPU090	8 44
7	45	RKPB083	7 45
7	46	RKPB083	7 46
8	45	RKPB083	8 45
8	46	RKPB083	8 46
7	47	RKPB254	7 47
7	48	RKPB254	7 48
8	47	RKPB254	8 47
8	48	RKPB254	8 48
9	1	J1093	9 1
9	2	J1093	9 2
10	1	J1093	10 1
10	2	J1093	10 2
9	3	T95	9 3
9	4	T95	9 4
10	3	T95	10 3
10	4	T95	10 4
9	5	J1141	9 5
9	6	J1141	9 6
10	5	J1141	10 5
10	6	J1141	10 6
9	7	N889	9 7
9	8	N889	9 8
10	7	N889	10 7
10	8	N889	10 8
9	9	J13	9 9
9	10	J13	9 10
10	9	J13	10 9
10	10	J13	10 10
9	11	N643	9 11
9	12	N643	9 12
10	11	N643	10 11
10	12	N643	10 12
9	13	J14	9 13
9	14	J14	9 14
10	13	J14	10 13
10	14	J14	10 14
9	15	MKP103	9 15
9	16	MKP103	9 16
10	15	MKP103	10 15
10	16	MKP103	10 16
9	17	J140	9 17
9	18	J140	9 18
10	17	J140	10 17
10	18	J140	10 18
9	19	N30	9 19
9	20	N30	9 20
10	19	N30	10 19
10	20	N30	10 20
9	21	J151	9 21
9	22	J151	9 22
10	21	J151	10 21
10	22	J151	10 22
9	23	Q103	9 23
9	24	Q103	9 24
10	23	Q103	10 23
10	24	Q103	10 24
9	25	J180	9 25
9	26	J180	9 26
10	25	J180	10 25
10	26	J180	10 26
9	27	Q109	9 27
9	28	Q109	9 28
10	27	Q109	10 27
10	28	Q109	10 28
9	29	J22	9 29
9	30	J22	9 30
10	29	J22	10 29
10	30	J22	10 30
9	31	Q203	9 31
9	32	Q203	9 32
10	31	Q203	10 31
10	32	Q203	10 32
9	33	J245	9 33
9	34	J245	9 34
10	33	J245	10 33
10	34	J245	10 34
9	35	Q204	9 35
9	36	Q204	9 36
10	35	Q204	10 35
10	36	Q204	10 36
9	37	J261	9 37
9	38	J261	9 38
10	37	J261	10 37
10	38	J261	10 38
9	39	Q214	9 39
9	40	Q214	9 40
10	39	Q214	10 39
10	40	Q214	10 40
9	41	J267	9 41
9	42	J267	9 42
10	41	J267	10 41
10	42	J267	10 42
9	43	Q97	9 43
9	44	Q97	9 44
10	43	Q97	10 43
10	44	Q97	10 44
9	45	J27	9 45
9	46	J27	9 46
10	45	J27	10 45
10	46	J27	10 46
9	47	Q119	9 47
9	48	Q119	9 48
10	47	Q119	10 47
10	48	Q119	10 48
11	1	RKPB084	11 1
11	2	RKPB084	11 2
12	1	RKPB084	12 1
12	2	RKPB084	12 2
11	3	RKPB255	11 3
11	4	RKPB255	11 4
12	3	RKPB255	12 3
12	4	RKPB255	12 4
11	5	RKPB085	11 5
11	6	RKPB085	11 6
12	5	RKPB085	12 5
12	6	RKPB085	12 6
11	7	RKPB256	11 7
11	8	RKPB256	11 8
12	7	RKPB256	12 7
12	8	RKPB256	12 8
11	9	RKPB062	11 9
11	10	RKPB062	11 10
12	9	RKPB062	12 9
12	10	RKPB062	12 10
11	11	RKPB257	11 11
11	12	RKPB257	11 12
12	11	RKPB257	12 11
12	12	RKPB257	12 12
11	13	RKPB067	11 13
11	14	RKPB067	11 14
12	13	RKPB067	12 13
12	14	RKPB067	12 14
11	15	RKPB258	11 15
11	16	RKPB258	11 16
12	15	RKPB258	12 15
12	16	RKPB258	12 16
11	17	RKPB068	11 17
11	18	RKPB068	11 18
12	17	RKPB068	12 17
12	18	RKPB068	12 18
11	19	RKPB259	11 19
11	20	RKPB259	11 20
12	19	RKPB259	12 19
12	20	RKPB259	12 20
11	21	RKPB070	11 21
11	22	RKPB070	11 22
12	21	RKPB070	12 21
12	22	RKPB070	12 22
11	23	MKPR020	11 23
11	24	MKPR020	11 24
12	23	MKPR020	12 23
12	24	MKPR020	12 24
11	25	RKPB071	11 25
11	26	RKPB071	11 26
12	25	RKPB071	12 25
12	26	RKPB071	12 26
11	27	MKPR021	11 27
11	28	MKPR021	11 28
12	27	MKPR021	12 27
12	28	MKPR021	12 28
11	29	RKPB072	11 29
11	30	RKPB072	11 30
12	29	RKPB072	12 29
12	30	RKPB072	12 30
11	31	RKPB279	11 31
11	32	RKPB279	11 32
12	31	RKPB279	12 31
12	32	RKPB279	12 32
11	33	RKPB073	11 33
11	34	RKPB073	11 34
12	33	RKPB073	12 33
12	34	RKPB073	12 34
11	35	RKPB217	11 35
11	36	RKPB217	11 36
12	35	RKPB217	12 35
12	36	RKPB217	12 36
11	37	RKPB556	11 37
11	38	RKPB556	11 38
12	37	RKPB556	12 37
12	38	RKPB556	12 38
11	39	RKPB218	11 39
11	40	RKPB218	11 40
12	39	RKPB218	12 39
12	40	RKPB218	12 40
11	41	RKPB075	11 41
11	42	RKPB075	11 42
12	41	RKPB075	12 41
12	42	RKPB075	12 42
11	43	RKPB219	11 43
11	44	RKPB219	11 44
12	43	RKPB219	12 43
12	44	RKPB219	12 44
11	45	MKP103	11 45
11	46	MKP103	11 46
12	45	MKP103	12 45
12	46	MKP103	12 46
11	47	RKPB220	11 47
11	48	RKPB220	11 48
12	47	RKPB220	12 47
12	48	RKPB220	12 48
13	1	J270	13 1
13	2	J270	13 2
14	1	J270	14 1
14	2	J270	14 2
13	3	MKPU138	13 3
13	4	MKPU138	13 4
14	3	MKPU138	14 3
14	4	MKPU138	14 4
13	5	J3	13 5
13	6	J3	13 6
14	5	J3	14 5
14	6	J3	14 6
13	7	Q137	13 7
13	8	Q137	13 8
14	7	Q137	14 7
14	8	Q137	14 8
13	9	J324	13 9
13	10	J324	13 10
14	9	J324	14 9
14	10	J324	14 10
13	11	N1153	13 11
13	12	N1153	13 12
14	11	N1153	14 11
14	12	N1153	14 12
13	13	J427	13 13
13	14	J427	13 14
14	13	J427	14 13
14	14	J427	14 14
13	15	T29	13 15
13	16	T29	13 16
14	15	T29	14 15
14	16	T29	14 16
13	17	J436	13 17
13	18	J436	13 18
14	17	J436	14 17
14	18	J436	14 18
13	19	R121	13 19
13	20	R121	13 20
14	19	R121	14 19
14	20	R121	14 20
13	21	KP038	13 21
13	22	KP038	13 22
14	21	KP038	14 21
14	22	KP038	14 22
13	23	T93	13 23
13	24	T93	13 24
14	23	T93	14 23
14	24	T93	14 24
13	25	J491	13 25
13	26	J491	13 26
14	25	J491	14 25
14	26	J491	14 26
13	27	T152	13 27
13	28	T152	13 28
14	27	T152	14 27
14	28	T152	14 28
13	29	J51	13 29
13	30	J51	13 30
14	29	J51	14 29
14	30	J51	14 30
13	31	T153	13 31
13	32	T153	13 32
14	31	T153	14 31
14	32	T153	14 32
13	33	J52	13 33
13	34	J52	13 34
14	33	J52	14 33
14	34	J52	14 34
13	35	T183	13 35
13	36	T183	13 36
14	35	T183	14 35
14	36	T183	14 36
13	37	J550	13 37
13	38	J550	13 38
14	37	J550	14 37
14	38	J550	14 38
13	39	DKPU111	13 39
13	40	DKPU111	13 40
14	39	DKPU111	14 39
14	40	DKPU111	14 40
13	41	J59	13 41
13	42	J59	13 42
14	41	J59	14 41
14	42	J59	14 42
13	43	T96	13 43
13	44	T96	13 44
14	43	T96	14 43
14	44	T96	14 44
13	45	J592	13 45
13	46	J592	13 46
14	45	J592	14 45
14	46	J592	14 46
13	47	R1024	13 47
13	48	R1024	13 48
14	47	R1024	14 47
14	48	R1024	14 48
15	1	RKPB053	15 1
15	2	RKPB053	15 2
16	1	RKPB053	16 1
16	2	RKPB053	16 2
15	3	RKPB222	15 3
15	4	RKPB222	15 4
16	3	RKPB222	16 3
16	4	RKPB222	16 4
15	5	RKPB054	15 5
15	6	RKPB054	15 6
16	5	RKPB054	16 5
16	6	RKPB054	16 6
15	7	RKPB223	15 7
15	8	RKPB223	15 8
16	7	RKPB223	16 7
16	8	RKPB223	16 8
15	9	RKPB055	15 9
15	10	RKPB055	15 10
16	9	RKPB055	16 9
16	10	RKPB055	16 10
15	11	RKPB224	15 11
15	12	RKPB224	15 12
16	11	RKPB224	16 11
16	12	RKPB224	16 12
15	13	RKPB056	15 13
15	14	RKPB056	15 14
16	13	RKPB056	16 13
16	14	RKPB056	16 14
15	15	HKPU057	15 15
15	16	HKPU057	15 16
16	15	HKPU057	16 15
16	16	HKPU057	16 16
15	17	RKPB057	15 17
15	18	RKPB057	15 18
16	17	RKPB057	16 17
16	18	RKPB057	16 18
15	19	HKPU088	15 19
15	20	HKPU088	15 20
16	19	HKPU088	16 19
16	20	HKPU088	16 20
15	21	RKPB059	15 21
15	22	RKPB059	15 22
16	21	RKPB059	16 21
16	22	RKPB059	16 22
15	23	HKPU027	15 23
15	24	HKPU027	15 24
16	23	HKPU027	16 23
16	24	HKPU027	16 24
15	25	RKPB060	15 25
15	26	RKPB060	15 26
16	25	RKPB060	16 25
16	26	RKPB060	16 26
15	27	RKPB206	15 27
15	28	RKPB206	15 28
16	27	RKPB206	16 27
16	28	RKPB206	16 28
15	29	RKPB061	15 29
15	30	RKPB061	15 30
16	29	RKPB061	16 29
16	30	RKPB061	16 30
15	31	RKPB207	15 31
15	32	RKPB207	15 32
16	31	RKPB207	16 31
16	32	RKPB207	16 32
15	33	RKPB557	15 33
15	34	RKPB557	15 34
16	33	RKPB557	16 33
16	34	RKPB557	16 34
15	35	RKPR126	15 35
15	36	RKPR126	15 36
16	35	RKPR126	16 35
16	36	RKPR126	16 36
15	37	RKPB042	15 37
15	38	RKPB042	15 38
16	37	RKPB042	16 37
16	38	RKPB042	16 38
15	39	RKPB209	15 39
15	40	RKPB209	15 40
16	39	RKPB209	16 39
16	40	RKPB209	16 40
15	41	RKPB043	15 41
15	42	RKPB043	15 42
16	41	RKPB043	16 41
16	42	RKPB043	16 42
15	43	RKPB211	15 43
15	44	RKPB211	15 44
16	43	RKPB211	16 43
16	44	RKPB211	16 44
15	45	RKPB044	15 45
15	46	RKPB044	15 46
16	45	RKPB044	16 45
16	46	RKPB044	16 46
15	47	RKPB214	15 47
15	48	RKPB214	15 48
16	47	RKPB214	16 47
16	48	RKPB214	16 48
17	1	J60	17 1
17	2	J60	17 2
18	1	J60	18 1
18	2	J60	18 2
17	3	R1298	17 3
17	4	R1298	17 4
18	3	R1298	18 3
18	4	R1298	18 4
17	5	J61	17 5
17	6	J61	17 6
18	5	J61	18 5
18	6	J61	18 6
17	7	R120	17 7
17	8	R120	17 8
18	7	R120	18 7
18	8	R120	18 8
17	9	J755	17 9
17	10	J755	17 10
18	9	J755	18 9
18	10	J755	18 10
17	11	T97	17 11
17	12	T97	17 12
18	11	T97	18 11
18	12	T97	18 12
17	13	HKPB55	17 13
17	14	HKPB55	17 14
18	13	HKPB55	18 13
18	14	HKPB55	18 14
17	15	MKPR038	17 15
17	16	MKPR038	17 16
18	15	MKPR038	18 15
18	16	MKPR038	18 16
17	17	J788	17 17
17	18	J788	17 18
18	17	J788	18 17
18	18	J788	18 18
17	19	TK123	17 19
17	20	TK123	17 20
18	19	TK123	18 19
18	20	TK123	18 20
17	21	J798	17 21
17	22	J798	17 22
18	21	J798	18 21
18	22	J798	18 22
17	23	T94	17 23
17	24	T94	17 24
18	23	T94	18 23
18	24	T94	18 24
17	25	J82	17 25
17	26	J82	17 26
18	25	J82	18 25
18	26	J82	18 26
17	27	Q166	17 27
17	28	Q166	17 28
18	27	Q166	18 27
18	28	Q166	18 28
17	29	J841	17 29
17	30	J841	17 30
18	29	J841	18 29
18	30	J841	18 30
17	31	N1148	17 31
17	32	N1148	17 32
18	31	N1148	18 31
18	32	N1148	18 32
17	33	J876	17 33
17	34	J876	17 34
18	33	J876	18 33
18	34	J876	18 34
17	35	N70	17 35
17	36	N70	17 36
18	35	N70	18 35
18	36	N70	18 36
17	37	J878	17 37
17	38	J878	17 38
18	37	J878	18 37
18	38	J878	18 38
17	39	R1251	17 39
17	40	R1251	17 40
18	39	R1251	18 39
18	40	R1251	18 40
17	41	J890	17 41
17	42	J890	17 42
18	41	J890	18 41
18	42	J890	18 42
17	43	N1030	17 43
17	44	N1030	17 44
18	43	N1030	18 43
18	44	N1030	18 44
17	45	J907	17 45
17	46	J907	17 46
18	45	J907	18 45
18	46	J907	18 46
17	47	N769	17 47
17	48	N769	17 48
18	47	N769	18 47
18	48	N769	18 48
19	1	RKPB046	19 1
19	2	RKPB046	19 2
20	1	RKPB046	20 1
20	2	RKPB046	20 2
19	3	RKPB215	19 3
19	4	RKPB215	19 4
20	3	RKPB215	20 3
20	4	RKPB215	20 4
19	5	RKPB047	19 5
19	6	RKPB047	19 6
20	5	RKPB047	20 5
20	6	RKPB047	20 6
19	7	RKPR127	19 7
19	8	RKPR127	19 8
20	7	RKPR127	20 7
20	8	RKPR127	20 8
19	9	RKPB049	19 9
19	10	RKPB049	19 10
20	9	RKPB049	20 9
20	10	RKPB049	20 10
19	11	RKPB876	19 11
19	12	RKPB876	19 12
20	11	RKPB876	20 11
20	12	RKPB876	20 12
19	13	RKPB050	19 13
19	14	RKPB050	19 14
20	13	RKPB050	20 13
20	14	RKPB050	20 14
19	15	RKPB875	19 15
19	16	RKPB875	19 16
20	15	RKPB875	20 15
20	16	RKPB875	20 16
19	17	RKPB051	19 17
19	18	RKPB051	19 18
20	17	RKPB051	20 17
20	18	RKPB051	20 18
19	19	RKPB877	19 19
19	20	RKPB877	19 20
20	19	RKPB877	20 19
20	20	RKPB877	20 20
19	21	RKPB029	19 21
19	22	RKPB029	19 22
20	21	RKPB029	20 21
20	22	RKPB029	20 22
19	23	RKPB878	19 23
19	24	RKPB878	19 24
20	23	RKPB878	20 23
20	24	RKPB878	20 24
19	25	RKPB030	19 25
19	26	RKPB030	19 26
20	25	RKPB030	20 25
20	26	RKPB030	20 26
19	27	RKPB879	19 27
19	28	RKPB879	19 28
20	27	RKPB879	20 27
20	28	RKPB879	20 28
19	29	RKPB033	19 29
19	30	RKPB033	19 30
20	29	RKPB033	20 29
20	30	RKPB033	20 30
19	31	RKPB880	19 31
19	32	RKPB880	19 32
20	31	RKPB880	20 31
20	32	RKPB880	20 32
19	33	RKPB034	19 33
19	34	RKPB034	19 34
20	33	RKPB034	20 33
20	34	RKPB034	20 34
19	35	RKPB881	19 35
19	36	RKPB881	19 36
20	35	RKPB881	20 35
20	36	RKPB881	20 36
19	37	RKPB035	19 37
19	38	RKPB035	19 38
20	37	RKPB035	20 37
20	38	RKPB035	20 38
19	39	RKPB888	19 39
19	40	RKPB888	19 40
20	39	RKPB888	20 39
20	40	RKPB888	20 40
19	41	RKPB036	19 41
19	42	RKPB036	19 42
20	41	RKPB036	20 41
20	42	RKPB036	20 42
19	43	RKPB841	19 43
19	44	RKPB841	19 44
20	43	RKPB841	20 43
20	44	RKPB841	20 44
19	45	RKPB037	19 45
19	46	RKPB037	19 46
20	45	RKPB037	20 45
20	46	RKPB037	20 46
19	47	RKPB842	19 47
19	48	RKPB842	19 48
20	47	RKPB842	20 47
20	48	RKPB842	20 48
21	1	J911	21 1
21	2	J911	21 2
22	1	J911	22 1
22	2	J911	22 2
21	3	MKPU119	21 3
21	4	MKPU119	21 4
22	3	MKPU119	22 3
22	4	MKPU119	22 4
21	5	M1128	21 5
21	6	M1128	21 6
22	5	M1128	22 5
22	6	M1128	22 6
21	7	N841	21 7
21	8	N841	21 8
22	7	N841	22 7
22	8	N841	22 8
21	9	M1146	21 9
21	10	M1146	21 10
22	9	M1146	22 9
22	10	M1146	22 10
21	11	N1027	21 11
21	12	N1027	21 12
22	11	N1027	22 11
22	12	N1027	22 12
21	13	HKPB57	21 13
21	14	HKPB57	21 14
22	13	HKPB57	22 13
22	14	HKPB57	22 14
21	15	N1132	21 15
21	16	N1132	21 16
22	15	N1132	22 15
22	16	N1132	22 16
21	17	KP04_S	21 17
21	18	KP04_S	21 18
22	17	KP04_S	22 17
22	18	KP04_S	22 18
21	19	R123	21 19
21	20	R123	21 20
22	19	R123	22 19
22	20	R123	22 20
21	21	M1191	21 21
21	22	M1191	21 22
22	21	M1191	22 21
22	22	M1191	22 22
21	23	M1139	21 23
21	24	M1139	21 24
22	23	M1139	22 23
22	24	M1139	22 24
21	25	M120	21 25
21	26	M120	21 26
22	25	M120	22 25
22	26	M120	22 26
21	27	M87	21 27
21	28	M87	21 28
22	27	M87	22 27
22	28	M87	22 28
21	29	M1336	21 29
21	30	M1336	21 30
22	29	M1336	22 29
22	30	M1336	22 30
21	31	R374	21 31
21	32	R374	21 32
22	31	R374	22 31
22	32	R374	22 32
21	33	M1345	21 33
21	34	M1345	21 34
22	33	M1345	22 33
22	34	M1345	22 34
21	35	R860	21 35
21	36	R860	21 36
22	35	R860	22 35
22	36	R860	22 36
21	37	M1353	21 37
21	38	M1353	21 38
22	37	M1353	22 37
22	38	M1353	22 38
21	39	R1185	21 39
21	40	R1185	21 40
22	39	R1185	22 39
22	40	R1185	22 40
21	41	MKP103	21 41
21	42	MKP103	21 42
22	41	MKP103	22 41
22	42	MKP103	22 42
21	43	R1356	21 43
21	44	R1356	21 44
22	43	R1356	22 43
22	44	R1356	22 44
21	45	M213	21 45
21	46	M213	21 46
22	45	M213	22 45
22	46	M213	22 46
21	47	R1161	21 47
21	48	R1161	21 48
22	47	R1161	22 47
22	48	R1161	22 48
23	1	RKPB038	23 1
23	2	RKPB038	23 2
24	1	RKPB038	24 1
24	2	RKPB038	24 2
23	3	RKPB844	23 3
23	4	RKPB844	23 4
24	3	RKPB844	24 3
24	4	RKPB844	24 4
23	5	RKPB039	23 5
23	6	RKPB039	23 6
24	5	RKPB039	24 5
24	6	RKPB039	24 6
23	7	RKPB863	23 7
23	8	RKPB863	23 8
24	7	RKPB863	24 7
24	8	RKPB863	24 8
23	9	RKPB016	23 9
23	10	RKPB016	23 10
24	9	RKPB016	24 9
24	10	RKPB016	24 10
23	11	RKPB865	23 11
23	12	RKPB865	23 12
24	11	RKPB865	24 11
24	12	RKPB865	24 12
23	13	RKPB017	23 13
23	14	RKPB017	23 14
24	13	RKPB017	24 13
24	14	RKPB017	24 14
23	15	RKPB866	23 15
23	16	RKPB866	23 16
24	15	RKPB866	24 15
24	16	RKPB866	24 16
23	17	MKP103	23 17
23	18	MKP103	23 18
24	17	MKP103	24 17
24	18	MKP103	24 18
23	19	RKPB867	23 19
23	20	RKPB867	23 20
24	19	RKPB867	24 19
24	20	RKPB867	24 20
23	21	RKPB019	23 21
23	22	RKPB019	23 22
24	21	RKPB019	24 21
24	22	RKPB019	24 22
23	23	RKPB868	23 23
