row	column	strain	r_c
3	8	MKPU066	3 8
4	7	MKPU066	4 7
4	8	MKPU066	4 8
3	9	HKPB400	3 9
3	10	HKPB400	3 10
4	9	HKPB400	4 9
4	10	HKPB400	4 10
3	11	RKPB045	3 11
3	12	RKPB045	3 12
4	11	RKPB045	4 11
4	12	RKPB045	4 12
3	13	JKPB621	3 13
3	14	JKPB621	3 14
4	13	JKPB621	4 13
4	14	JKPB621	4 14
3	15	JKPB648	3 15
3	16	JKPB648	3 16
4	15	JKPB648	4 15
4	16	JKPB648	4 16
3	17	HKPB402	3 17
3	18	HKPB402	3 18
4	17	HKPB402	4 17
4	18	HKPB402	4 18
3	19	JKPB651	3 19
3	20	JKPB651	3 20
4	19	JKPB651	4 19
4	20	JKPB651	4 20
3	21	HKPB403	3 21
3	22	HKPB403	3 22
4	21	HKPB403	4 21
4	22	HKPB403	4 22
3	23	JKPB653	3 23
3	24	JKPB653	3 24
4	23	JKPB653	4 23
4	24	JKPB653	4 24
3	25	RKPR137	3 25
3	26	RKPR137	3 26
4	25	RKPR137	4 25
4	26	RKPR137	4 26
3	27	JKPB655	3 27
3	28	JKPB655	3 28
4	27	JKPB655	4 27
4	28	JKPB655	4 28
3	29	HKPB405	3 29
3	30	HKPB405	3 30
4	29	HKPB405	4 29
4	30	HKPB405	4 30
3	31	JKPB670	3 31
3	32	JKPB670	3 32
4	31	JKPB670	4 31
4	32	JKPB670	4 32
3	33	HKPB406	3 33
3	34	HKPB406	3 34
4	33	HKPB406	4 33
4	34	HKPB406	4 34
3	35	JKPB671	3 35
3	36	JKPB671	3 36
4	35	JKPB671	4 35
4	36	JKPB671	4 36
3	37	HKPB407	3 37
3	38	HKPB407	3 38
4	37	HKPB407	4 37
4	38	HKPB407	4 38
3	39	JKPB514	3 39
3	40	JKPB514	3 40
4	39	JKPB514	4 39
4	40	JKPB514	4 40
3	41	HKPB408	3 41
3	42	HKPB408	3 42
4	41	HKPB408	4 41
4	42	HKPB408	4 42
3	43	JKPB672	3 43
3	44	JKPB672	3 44
4	43	JKPB672	4 43
4	44	JKPB672	4 44
3	45	HKPB409	3 45
3	46	HKPB409	3 46
4	45	HKPB409	4 45
4	46	HKPB409	4 46
3	47	MKP103	3 47
3	48	MKP103	3 48
4	47	MKP103	4 47
4	48	MKP103	4 48
5	1	KP003	5 1
5	2	KP003	5 2
6	1	KP003	6 1
6	2	KP003	6 2
5	3	405	5 3
5	4	405	5 4
6	3	405	6 3
6	4	405	6 4
5	5	KP023	5 5
5	6	KP023	5 6
6	5	KP023	6 5
6	6	KP023	6 6
5	7	406	5 7
5	8	406	5 8
6	7	406	6 7
6	8	406	6 8
5	9	KP040	5 9
5	10	KP040	5 10
6	9	KP040	6 9
6	10	KP040	6 10
5	11	407	5 11
5	12	407	5 12
6	11	407	6 11
6	12	407	6 12
5	13	KP01_S	5 13
5	14	KP01_S	5 14
6	13	KP01_S	6 13
6	14	KP01_S	6 14
5	15	409	5 15
5	16	409	5 16
6	15	409	6 15
6	16	409	6 16
5	17	KP02_S	5 17
5	18	KP02_S	5 18
6	17	KP02_S	6 17
6	18	KP02_S	6 18
5	19	411	5 19
5	20	411	5 20
6	19	411	6 19
6	20	411	6 20
5	21	KP03_S	5 21
5	22	KP03_S	5 22
6	21	KP03_S	6 21
6	22	KP03_S	6 22
5	23	412	5 23
5	24	412	5 24
6	23	412	6 23
6	24	412	6 24
5	25	MKPU077	5 25
5	26	MKPU077	5 26
6	25	MKPU077	6 25
6	26	MKPU077	6 26
5	27	413	5 27
5	28	413	5 28
6	27	413	6 27
6	28	413	6 28
5	29	KP05_S	5 29
5	30	KP05_S	5 30
6	29	KP05_S	6 29
6	30	KP05_S	6 30
5	31	414	5 31
5	32	414	5 32
6	31	414	6 31
6	32	414	6 32
5	33	KP07_S	5 33
5	34	KP07_S	5 34
6	33	KP07_S	6 33
6	34	KP07_S	6 34
5	35	415	5 35
5	36	415	5 36
6	35	415	6 35
6	36	415	6 36
5	37	KP08_S	5 37
5	38	KP08_S	5 38
6	37	KP08_S	6 37
6	38	KP08_S	6 38
5	39	417	5 39
5	40	417	5 40
6	39	417	6 39
6	40	417	6 40
5	41	KP09_S	5 41
5	42	KP09_S	5 42
6	41	KP09_S	6 41
6	42	KP09_S	6 42
5	43	419	5 43
5	44	419	5 44
6	43	419	6 43
6	44	419	6 44
5	45	KP10_S	5 45
5	46	KP10_S	5 46
6	45	KP10_S	6 45
6	46	KP10_S	6 46
5	47	420	5 47
5	48	420	5 48
6	47	420	6 47
6	48	420	6 48
7	1	HKPB410	7 1
7	2	HKPB410	7 2
8	1	HKPB410	8 1
8	2	HKPB410	8 2
7	3	JKPB676	7 3
7	4	JKPB676	7 4
8	3	JKPB676	8 3
8	4	JKPB676	8 4
7	5	HKPB411	7 5
7	6	HKPB411	7 6
8	5	HKPB411	8 5
8	6	HKPB411	8 6
7	7	JKPB677	7 7
7	8	JKPB677	7 8
8	7	JKPB677	8 7
8	8	JKPB677	8 8
7	9	HKPB412	7 9
7	10	HKPB412	7 10
8	9	HKPB412	8 9
8	10	HKPB412	8 10
7	11	JKPB679	7 11
7	12	JKPB679	7 12
8	11	JKPB679	8 11
8	12	JKPB679	8 12
7	13	HKPB413	7 13
7	14	HKPB413	7 14
8	13	HKPB413	8 13
8	14	HKPB413	8 14
7	15	JKPB680	7 15
7	16	JKPB680	7 16
8	15	JKPB680	8 15
8	16	JKPB680	8 16
7	17	HKPB414	7 17
7	18	HKPB414	7 18
8	17	HKPB414	8 17
8	18	HKPB414	8 18
7	19	JKPB683	7 19
7	20	JKPB683	7 20
8	19	JKPB683	8 19
8	20	JKPB683	8 20
7	21	HKPB500	7 21
7	22	HKPB500	7 22
8	21	HKPB500	8 21
8	22	HKPB500	8 22
7	23	JKPB685	7 23
7	24	JKPB685	7 24
8	23	JKPB685	8 23
8	24	JKPB685	8 24
7	25	HKPB501	7 25
7	26	HKPB501	7 26
8	25	HKPB501	8 25
8	26	HKPB501	8 26
7	27	JKPB686	7 27
7	28	JKPB686	7 28
8	27	JKPB686	8 27
8	28	JKPB686	8 28
7	29	RKPR138	7 29
7	30	RKPR138	7 30
8	29	RKPR138	8 29
8	30	RKPR138	8 30
7	31	MKPR004	7 31
7	32	MKPR004	7 32
8	31	MKPR004	8 31
8	32	MKPR004	8 32
7	33	HKPB503	7 33
7	34	HKPB503	7 34
8	33	HKPB503	8 33
8	34	HKPB503	8 34
7	35	MKPR023	7 35
7	36	MKPR023	7 36
8	35	MKPR023	8 35
8	36	MKPR023	8 36
7	37	HKPB504	7 37
7	38	HKPB504	7 38
8	37	HKPB504	8 37
8	38	HKPB504	8 38
7	39	MKPR032	7 39
7	40	MKPR032	7 40
8	39	MKPR032	8 39
8	40	MKPR032	8 40
7	41	HKPB505	7 41
7	42	HKPB505	7 42
8	41	HKPB505	8 41
8	42	HKPB505	8 42
7	43	MKPU011	7 43
7	44	MKPU011	7 44
8	43	MKPU011	8 43
8	44	MKPU011	8 44
7	45	HKPB506	7 45
7	46	HKPB506	7 46
8	45	HKPB506	8 45
8	46	HKPB506	8 46
7	47	MKPU015	7 47
7	48	MKPU015	7 48
8	47	MKPU015	8 47
8	48	MKPU015	8 48
9	1	KP11_S	9 1
9	2	KP11_S	9 2
10	1	KP11_S	10 1
10	2	KP11_S	10 2
9	3	422	9 3
9	4	422	9 4
10	3	422	10 3
10	4	422	10 4
9	5	KP12_S	9 5
9	6	KP12_S	9 6
10	5	KP12_S	10 5
10	6	KP12_S	10 6
9	7	423	9 7
9	8	423	9 8
10	7	423	10 7
10	8	423	10 8
9	9	KP13_S	9 9
9	10	KP13_S	9 10
10	9	KP13_S	10 9
10	10	KP13_S	10 10
9	11	424	9 11
9	12	424	9 12
10	11	424	10 11
10	12	424	10 12
9	13	KP14_S	9 13
9	14	KP14_S	9 14
10	13	KP14_S	10 13
10	14	KP14_S	10 14
9	15	MKP103	9 15
9	16	MKP103	9 16
10	15	MKP103	10 15
10	16	MKP103	10 16
9	17	KP15_S	9 17
9	18	KP15_S	9 18
10	17	KP15_S	10 17
10	18	KP15_S	10 18
9	19	426	9 19
9	20	426	9 20
10	19	426	10 19
10	20	426	10 20
9	21	KP16_S	9 21
9	22	KP16_S	9 22
10	21	KP16_S	10 21
10	22	KP16_S	10 22
9	23	427	9 23
9	24	427	9 24
10	23	427	10 23
10	24	427	10 24
9	25	KP19_S	9 25
9	26	KP19_S	9 26
10	25	KP19_S	10 25
10	26	KP19_S	10 26
9	27	428	9 27
9	28	428	9 28
10	27	428	10 27
10	28	428	10 28
9	29	KP20_S	9 29
9	30	KP20_S	9 30
10	29	KP20_S	10 29
10	30	KP20_S	10 30
9	31	430	9 31
9	32	430	9 32
10	31	430	10 31
10	32	430	10 32
9	33	KP21_S	9 33
9	34	KP21_S	9 34
10	33	KP21_S	10 33
10	34	KP21_S	10 34
9	35	431	9 35
9	36	431	9 36
10	35	431	10 35
10	36	431	10 36
9	37	KP22_S	9 37
9	38	KP22_S	9 38
10	37	KP22_S	10 37
10	38	KP22_S	10 38
9	39	432	9 39
9	40	432	9 40
10	39	432	10 39
10	40	432	10 40
9	41	KP23_S	9 41
9	42	KP23_S	9 42
10	41	KP23_S	10 41
10	42	KP23_S	10 42
9	43	435	9 43
9	44	435	9 44
10	43	435	10 43
10	44	435	10 44
9	45	KP24_S	9 45
9	46	KP24_S	9 46
10	45	KP24_S	10 45
10	46	KP24_S	10 46
9	47	436	9 47
9	48	436	9 48
10	47	436	10 47
10	48	436	10 48
11	1	HKPB507	11 1
11	2	HKPB507	11 2
12	1	HKPB507	12 1
12	2	HKPB507	12 2
11	3	MKPU016	11 3
11	4	MKPU016	11 4
12	3	MKPU016	12 3
12	4	MKPU016	12 4
11	5	HKPB508	11 5
11	6	HKPB508	11 6
12	5	HKPB508	12 5
12	6	HKPB508	12 6
11	7	MKPU023	11 7
11	8	MKPU023	11 8
12	7	MKPU023	12 7
12	8	MKPU023	12 8
11	9	HKPB509	11 9
11	10	HKPB509	11 10
12	9	HKPB509	12 9
12	10	HKPB509	12 10
11	11	MKPU025	11 11
11	12	MKPU025	11 12
12	11	MKPU025	12 11
12	12	MKPU025	12 12
11	13	HKPB510	11 13
11	14	HKPB510	11 14
12	13	HKPB510	12 13
12	14	HKPB510	12 14
11	15	MKPU075	11 15
11	16	MKPU075	11 16
12	15	MKPU075	12 15
12	16	MKPU075	12 16
11	17	HKPB511	11 17
11	18	HKPB511	11 18
12	17	HKPB511	12 17
12	18	HKPB511	12 18
11	19	MKPU099	11 19
11	20	MKPU099	11 20
12	19	MKPU099	12 19
12	20	MKPU099	12 20
11	21	HKPB512	11 21
11	22	HKPB512	11 22
12	21	HKPB512	12 21
12	22	HKPB512	12 22
11	23	MKPU112	11 23
11	24	MKPU112	11 24
12	23	MKPU112	12 23
12	24	MKPU112	12 24
11	25	HKPB513	11 25
11	26	HKPB513	11 26
12	25	HKPB513	12 25
12	26	HKPB513	12 26
11	27	MKPU116	11 27
11	28	MKPU116	11 28
12	27	MKPU116	12 27
12	28	MKPU116	12 28
11	29	HKPB514	11 29
11	30	HKPB514	11 30
12	29	HKPB514	12 29
12	30	HKPB514	12 30
11	31	RKPB295	11 31
11	32	RKPB295	11 32
12	31	RKPB295	12 31
12	32	RKPB295	12 32
11	33	HKPB516	11 33
11	34	HKPB516	11 34
12	33	HKPB516	12 33
12	34	HKPB516	12 34
11	35	MKPU121	11 35
11	36	MKPU121	11 36
12	35	MKPU121	12 35
12	36	MKPU121	12 36
11	37	HKPB517	11 37
11	38	HKPB517	11 38
12	37	HKPB517	12 37
12	38	HKPB517	12 38
11	39	MKPU200	11 39
11	40	MKPU200	11 40
12	39	MKPU200	12 39
12	40	MKPU200	12 40
11	41	HKPB518	11 41
11	42	HKPB518	11 42
12	41	HKPB518	12 41
12	42	HKPB518	12 42
11	43	MKP103	11 43
11	44	MKP103	11 44
12	43	MKP103	12 43
12	44	MKP103	12 44
11	45	HKPB519	11 45
11	46	HKPB519	11 46
12	45	HKPB519	12 45
12	46	HKPB519	12 46
11	47	JKPB673	11 47
11	48	JKPB673	11 48
12	47	JKPB673	12 47
12	48	JKPB673	12 48
13	1	KP25_S	13 1
13	2	KP25_S	13 2
14	1	KP25_S	14 1
14	2	KP25_S	14 2
13	3	437	13 3
13	4	437	13 4
14	3	437	14 3
14	4	437	14 4
13	5	KP26_S	13 5
13	6	KP26_S	13 6
14	5	KP26_S	14 5
14	6	KP26_S	14 6
13	7	438	13 7
13	8	438	13 8
14	7	438	14 7
14	8	438	14 8
13	9	KP27_S	13 9
13	10	KP27_S	13 10
14	9	KP27_S	14 9
14	10	KP27_S	14 10
13	11	439	13 11
13	12	439	13 12
14	11	439	14 11
14	12	439	14 12
13	13	KP28_S	13 13
13	14	KP28_S	13 14
14	13	KP28_S	14 13
14	14	KP28_S	14 14
13	15	453	13 15
13	16	453	13 16
14	15	453	14 15
14	16	453	14 16
13	17	KP29_S	13 17
13	18	KP29_S	13 18
14	17	KP29_S	14 17
14	18	KP29_S	14 18
13	19	455	13 19
13	20	455	13 20
14	19	455	14 19
14	20	455	14 20
13	21	KP30_S	13 21
13	22	KP30_S	13 22
14	21	KP30_S	14 21
14	22	KP30_S	14 22
13	23	457	13 23
13	24	457	13 24
14	23	457	14 23
14	24	457	14 24
13	25	KP32_S	13 25
13	26	KP32_S	13 26
14	25	KP32_S	14 25
14	26	KP32_S	14 26
13	27	458	13 27
13	28	458	13 28
14	27	458	14 27
14	28	458	14 28
13	29	99A	13 29
13	30	99A	13 30
14	29	99A	14 29
14	30	99A	14 30
13	31	462	13 31
13	32	462	13 32
14	31	462	14 31
14	32	462	14 32
13	33	99B	13 33
13	34	99B	13 34
14	33	99B	14 33
14	34	99B	14 34
13	35	465	13 35
13	36	465	13 36
14	35	465	14 35
14	36	465	14 36
13	37	95A	13 37
13	38	95A	13 38
14	37	95A	14 37
14	38	95A	14 38
13	39	466	13 39
13	40	466	13 40
14	39	466	14 39
14	40	466	14 40
13	41	48B	13 41
13	42	48B	13 42
14	41	48B	14 41
14	42	48B	14 42
13	43	MKP103	13 43
13	44	MKP103	13 44
14	43	MKP103	14 43
14	44	MKP103	14 44
13	45	48A	13 45
13	46	48A	13 46
14	45	48A	14 45
14	46	48A	14 46
13	47	JKPB640	13 47
13	48	JKPB640	13 48
14	47	JKPB640	14 47
14	48	JKPB640	14 48
15	1	HKPB520	15 1
15	2	HKPB520	15 2
16	1	HKPB520	16 1
16	2	HKPB520	16 2
15	3	RKPB807	15 3
15	4	RKPB807	15 4
16	3	RKPB807	16 3
16	4	RKPB807	16 4
15	5	MKP103	15 5
15	6	MKP103	15 6
16	5	MKP103	16 5
16	6	MKP103	16 6
15	7	MKPU205	15 7
15	8	MKPU205	15 8
16	7	MKPU205	16 7
16	8	MKPU205	16 8
15	9	HKPB052	15 9
15	10	HKPB052	15 10
16	9	HKPB052	16 9
16	10	HKPB052	16 10
15	11	MKPU206	15 11
15	12	MKPU206	15 12
16	11	MKPU206	16 11
16	12	MKPU206	16 12
15	13	HKPB007	15 13
15	14	HKPB007	15 14
16	13	HKPB007	16 13
16	14	HKPB007	16 14
15	15	MKPU208	15 15
15	16	MKPU208	15 16
16	15	MKPU208	16 15
16	16	MKPU208	16 16
15	17	HKPB010	15 17
15	18	HKPB010	15 18
16	17	HKPB010	16 17
16	18	HKPB010	16 18
15	19	MKPU209	15 19
15	20	MKPU209	15 20
16	19	MKPU209	16 19
16	20	MKPU209	16 20
15	21	HKPB055	15 21
15	22	HKPB055	15 22
16	21	HKPB055	16 21
16	22	HKPB055	16 22
15	23	MKPB013	15 23
15	24	MKPB013	15 24
16	23	MKPB013	16 23
16	24	MKPB013	16 24
15	25	HKPB059	15 25
15	26	HKPB059	15 26
16	25	HKPB059	16 25
16	26	HKPB059	16 26
15	27	MKPU210	15 27
15	28	MKPU210	15 28
16	27	MKPU210	16 27
16	28	MKPU210	16 28
15	29	HKPB011	15 29
15	30	HKPB011	15 30
16	29	HKPB011	16 29
16	30	HKPB011	16 30
15	31	MKPR214	15 31
15	32	MKPR214	15 32
16	31	MKPR214	16 31
16	32	MKPR214	16 32
15	33	HKPB058	15 33
15	34	HKPB058	15 34
16	33	HKPB058	16 33
16	34	HKPB058	16 34
15	35	MKPB023	15 35
15	36	MKPB023	15 36
16	35	MKPB023	16 35
16	36	MKPB023	16 36
15	37	HKPB056	15 37
15	38	HKPB056	15 38
16	37	HKPB056	16 37
16	38	HKPB056	16 38
15	39	MKPB002	15 39
15	40	MKPB002	15 40
16	39	MKPB002	16 39
16	40	MKPB002	16 40
15	41	HKPB017	15 41
15	42	HKPB017	15 42
16	41	HKPB017	16 41
16	42	HKPB017	16 42
15	43	MKPR220	15 43
15	44	MKPR220	15 44
16	43	MKPR220	16 43
16	44	MKPR220	16 44
15	45	HKPB057	15 45
15	46	HKPB057	15 46
16	45	HKPB057	16 45
16	46	HKPB057	16 46
15	47	DKPB009	15 47
15	48	DKPB009	15 48
16	47	DKPB009	16 47
16	48	DKPB009	16 48
17	1	41C	17 1
17	2	41C	17 2
18	1	41C	18 1
18	2	41C	18 2
17	3	RKPU108	17 3
17	4	RKPU108	17 4
18	3	RKPU108	18 3
18	4	RKPU108	18 4
17	5	41B	17 5
17	6	41B	17 6
18	5	41B	18 5
18	6	41B	18 6
17	7	440-S	17 7
17	8	440-S	17 8
18	7	440-S	18 7
18	8	440-S	18 8
17	9	36A	17 9
17	10	36A	17 10
18	9	36A	18 9
18	10	36A	18 10
17	11	442-S	17 11
17	12	442-S	17 12
18	11	442-S	18 11
18	12	442-S	18 12
17	13	36B	17 13
17	14	36B	17 14
18	13	36B	18 13
18	14	36B	18 14
17	15	446-S	17 15
17	16	446-S	17 16
18	15	446-S	18 15
18	16	446-S	18 16
17	17	31B	17 17
17	18	31B	17 18
18	17	31B	18 17
18	18	31B	18 18
17	19	447-S	17 19
17	20	447-S	17 20
18	19	447-S	18 19
18	20	447-S	18 20
17	21	30+	17 21
17	22	30+	17 22
18	21	30+	18 21
18	22	30+	18 22
17	23	448-S	17 23
17	24	448-S	17 24
18	23	448-S	18 23
18	24	448-S	18 24
17	25	29B	17 25
17	26	29B	17 26
18	25	29B	18 25
18	26	29B	18 26
17	27	450-S	17 27
17	28	450-S	17 28
18	27	450-S	18 27
18	28	450-S	18 28
17	29	29A	17 29
17	30	29A	17 30
18	29	29A	18 29
18	30	29A	18 30
17	31	MKPU087	17 31
17	32	MKPU087	17 32
18	31	MKPU087	18 31
18	32	MKPU087	18 32
17	33	26C	17 33
17	34	26C	17 34
18	33	26C	18 33
18	34	26C	18 34
17	35	418	17 35
17	36	418	17 36
18	35	418	18 35
18	36	418	18 36
17	37	26B	17 37
17	38	26B	17 38
18	37	26B	18 37
18	38	26B	18 38
17	39	433	17 39
17	40	433	17 40
18	39	433	18 39
18	40	433	18 40
17	41	20++	17 41
17	42	20++	17 42
18	41	20++	18 41
18	42	20++	18 42
17	43	434	17 43
17	44	434	17 44
18	43	434	18 43
18	44	434	18 44
17	45	16A	17 45
17	46	16A	17 46
18	45	16A	18 45
18	46	16A	18 46
17	47	464	17 47
17	48	464	17 48
18	47	464	18 47
18	48	464	18 48
19	1	MKPU144	19 1
19	2	MKPU144	19 2
20	1	MKPU144	20 1
20	2	MKPU144	20 2
19	3	HKPU101	19 3
19	4	HKPU101	19 4
20	3	HKPU101	20 3
20	4	HKPU101	20 4
19	5	MKPU146	19 5
19	6	MKPU146	19 6
20	5	MKPU146	20 5
20	6	MKPU146	20 6
19	7	DKPU040	19 7
19	8	DKPU040	19 8
20	7	DKPU040	20 7
20	8	DKPU040	20 8
19	9	RKPB535	19 9
19	10	RKPB535	19 10
20	9	RKPB535	20 9
20	10	RKPB535	20 10
19	11	MKPB039	19 11
19	12	MKPB039	19 12
20	11	MKPB039	20 11
20	12	MKPB039	20 12
19	13	RKPR001	19 13
19	14	RKPR001	19 14
20	13	RKPR001	20 13
20	14	RKPR001	20 14
19	15	MKPR270	19 15
19	16	MKPR270	19 16
20	15	MKPR270	20 15
20	16	MKPR270	20 16
19	17	RKPR002	19 17
19	18	RKPR002	19 18
20	17	RKPR002	20 17
20	18	RKPR002	20 18
19	19	DKPU071	19 19
19	20	DKPU071	19 20
20	19	DKPU071	20 19
20	20	DKPU071	20 20
19	21	RKPR003	19 21
19	22	RKPR003	19 22
20	21	RKPR003	20 21
20	22	RKPR003	20 22
19	23	MKPU274	19 23
19	24	MKPU274	19 24
20	23	MKPU274	20 23
20	24	MKPU274	20 24
19	25	RKPR004	19 25
19	26	RKPR004	19 26
20	25	RKPR004	20 25
20	26	RKPR004	20 26
19	27	MKP103	19 27
19	28	MKP103	19 28
20	27	MKP103	20 27
20	28	MKP103	20 28
19	29	RKPR006	19 29
19	30	RKPR006	19 30
20	29	RKPR006	20 29
20	30	RKPR006	20 30
19	31	MKPU093	19 31
19	32	MKPU093	19 32
20	31	MKPU093	20 31
20	32	MKPU093	20 32
19	33	RKPR139	19 33
19	34	RKPR139	19 34
20	33	RKPR139	20 33
20	34	RKPR139	20 34
19	35	MKPU095	19 35
19	36	MKPU095	19 36
20	35	MKPU095	20 35
20	36	MKPU095	20 36
19	37	RKPR010	19 37
19	38	RKPR010	19 38
20	37	RKPR010	20 37
20	38	RKPR010	20 38
19	39	HKPB001	19 39
19	40	HKPB001	19 40
20	39	HKPB001	20 39
20	40	HKPB001	20 40
19	41	RKPR011	19 41
19	42	RKPR011	19 42
20	41	RKPR011	20 41
20	42	RKPR011	20 42
19	43	HKPB002	19 43
19	44	HKPB002	19 44
20	43	HKPB002	20 43
20	44	HKPB002	20 44
19	45	RKPR015	19 45
19	46	RKPR015	19 46
20	45	RKPR015	20 45
20	46	RKPR015	20 46
19	47	HKPB003	19 47
19	48	HKPB003	19 48
20	47	HKPB003	20 47
20	48	HKPB003	20 48
21	1	54	21 1
21	2	54	21 2
22	1	54	22 1
22	2	54	22 2
21	3	MKPU259	21 3
21	4	MKPU259	21 4
22	3	MKPU259	22 3
22	4	MKPU259	22 4
21	5	53	21 5
21	6	53	21 6
22	5	53	22 5
22	6	53	22 6
21	7	MKPR261	21 7
21	8	MKPR261	21 8
22	7	MKPR261	22 7
22	8	MKPR261	22 8
21	9	MKPU074	21 9
21	10	MKPU074	21 10
22	9	MKPU074	22 9
22	10	MKPU074	22 10
21	11	470	21 11
21	12	470	21 12
22	11	470	22 11
22	12	470	22 12
21	13	30	21 13
21	14	30	21 14
22	13	30	22 13
22	14	30	22 14
21	15	472	21 15
21	16	472	21 16
22	15	472	22 15
22	16	472	22 16
21	17	DKPR001	21 17
21	18	DKPR001	21 18
22	17	DKPR001	22 17
22	18	DKPR001	22 18
21	19	451-S	21 19
21	20	451-S	21 20
22	19	451-S	22 19
22	20	451-S	22 20
21	21	17	21 21
21	22	17	21 22
22	21	17	22 21
22	22	17	22 22
21	23	401	21 23
21	24	401	21 24
22	23	401	22 23
22	24	401	22 24
21	25	15	21 25
21	26	15	21 26
22	25	15	22 25
22	26	15	22 26
21	27	408	21 27
21	28	408	21 28
22	27	408	22 27
22	28	408	22 28
21	29	5	21 29
21	30	5	21 30
22	29	5	22 29
22	30	5	22 30
21	31	381	21 31
21	32	381	21 32
22	31	381	22 31
22	32	381	22 32
21	33	HKPB07	21 33
21	34	HKPB07	21 34
22	33	HKPB07	22 33
22	34	HKPB07	22 34
21	35	386	21 35
21	36	386	21 36
22	35	386	22 35
22	36	386	22 36
21	37	113A	21 37
21	38	113A	21 38
22	37	113A	22 37
22	38	113A	22 38
21	39	392	21 39
21	40	392	21 40
22	39	392	22 39
22	40	392	22 40
21	41	112C	21 41
21	42	112C	21 42
22	41	112C	22 41
22	42	112C	22 42
21	43	394	21 43
21	44	394	21 44
22	43	394	22 43
22	44	394	22 44
21	45	112B	21 45
21	46	112B	21 46
22	45	112B	22 45
22	46	112B	22 46
21	47	315	21 47
21	48	315	21 48
22	47	315	22 47
22	48	315	22 48
23	1	RKPR016	23 1
23	2	RKPR016	23 2
24	1	RKPR016	24 1
24	2	RKPR016	24 2
23	3	HKPB004	23 3
23	4	HKPB004	23 4
24	3	HKPB004	24 3
24	4	HKPB004	24 4
23	5	RKPR017	23 5
23	6	RKPR017	23 6
24	5	RKPR017	24 5
24	6	RKPR017	24 6
23	7	HKPB005	23 7
23	8	HKPB005	23 8
24	7	HKPB005	24 7
24	8	HKPB005	24 8
23	9	RKPR018	23 9
23	10	RKPR018	23 10
24	9	RKPR018	24 9
24	10	RKPR018	24 10
23	11	HKPB013	23 11
23	12	HKPB013	23 12
24	11	HKPB013	24 11
24	12	HKPB013	24 12
23	13	RKPR019	23 13
23	14	RKPR019	23 14
24	13	RKPR019	24 13
24	14	RKPR019	24 14
23	15	HKPB016	23 15
23	16	HKPB016	23 16
24	15	HKPB016	24 15
24	16	HKPB016	24 16
23	17	RKPR020	23 17
23	18	RKPR020	23 18
24	17	RKPR020	24 17
24	18	RKPR020	24 18
23	19	DKPU095	23 19
23	20	DKPU095	23 20
24	19	DKPU095	24 19
24	20	DKPU095	24 20
23	21	RKPR024	23 21
23	22	RKPR024	23 22
24	21	RKPR024	24 21
24	22	RKPR024	24 22
23	23	HKPB053	23 23
23	24	HKPB053	23 24
